source_id	source_pr	commit_sha	blob_sha	path	inspection	note
P19	702	89f995450977c3590aada0c1447a7e6af7fcd9ac	951cb1cc3c87f2cb30110e9c3134fe1ac89568f5	claims/lemmas/L-103101-diagonal-is-unconditionally-subpower.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P20	438	bb7327d21c47410820cda2671f45dbe709a72eea	13ad9faa17a29a7082e46b830909afee6afaecf9	claims/lemmas/L-91900-birman-schwinger-loop-detects-every-bound-state-and-negative-direction.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P21	438	bb7327d21c47410820cda2671f45dbe709a72eea	f9a1984583861c54d0a4ee9ec57b6e35aa050a21	claims/lemmas/L-91905-every-two-node-infinitesimal-safe-xi-pick-matrix-is-unconditionally-positive.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P22	445	c079c2ef21022be951027de1316aecf1168422c1	6f8f386df351e2f3873f9cc4428b6a42e4d51b68	claims/lemmas/L-92000-three-node-caratheodory-determinant-factors-into-two-scalar-curvatures.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P23	445	c079c2ef21022be951027de1316aecf1168422c1	ddec196d4effbe91625884eef417dc7435b1b3fc	claims/lemmas/L-92001-the-tp-curvature-of-the-actual-xi-logarithmic-derivative-is-unconditionally-negative.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P24	446	880d14cb4bcbf542ec199137d60c58d9a8fd723d	bcfdb2b36b4a83748621be4129f2b9665a6da721	claims/lemmas/L-92101-one-high-off-line-orbit-is-absorbed-by-a-small-critical-reserve-fraction.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P25	446	880d14cb4bcbf542ec199137d60c58d9a8fd723d	98b6cea25126a10ff4fd4d1d5ed4fe2334bd3306	claims/lemmas/L-92102-the-complete-hypothetical-off-line-curvature-budget-uses-less-than-one-critical-orbit.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P26	446	880d14cb4bcbf542ec199137d60c58d9a8fd723d	c9e68507e9d2e7e1e7b156eaab70ce7dc1d6d521	claims/lemmas/L-92103-the-actual-xi-reciprocal-clark-coordinate-is-concave-through-order-three.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P27	379	589f1c05ccaf248cf08c87fefa7d5ab6d2380708	d53c13414e58826566fc4972f216f53bf200d586	research/external/anthropic-zeta23/proofs/CONFLUENT_ZERO_HEAT_MONOTONICITY.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P28	385	ea2d7c26c1fd3a58c3e31609cb2411ea0c0fd20a	7b665b3c151ec474d47f706fcdbf60b2cec5567d	research/external/anthropic-zeta23/proofs/GROWING_RESOLUTION_FIRST_HERMITE_WEDGE.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P29	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	b9cfcb69479e2e84f4297ef063286231dc46a403	research/integrated/robin/finite-robin-foundations.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P30	24	ae477857d036fc182adb8db4e34e846fde7931b3	5a8f6fa06b24c591ae7e11448368da9d04528ffa	claims/lemmas/L-2002-euler-gamma-harmonic-enclosure.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P31	40	36148418ee5c6ce1c294f66a0fc75a258810f796	58b0a4b77df279228f554660139ae70cbaa78413	claims/lemmas/L-3502-exact-powered-lagrange-tail-envelope.md	STATEMENT_AND_FIXTURE	Original lines 1-180 read; the full resident proof in P29 was read and the displayed finite fixture was independently rebuilt.
P32	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	a9d99949f86afa17c74ae98eea07786f4f50f9df	research/integrated/xi/derivative-free-pick-loewner.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P33	52	b19d2982d5cdc3c13eaa72a9064f7c994e0c6313	c040b45ffc3ff2964f985e5535983c6112ed5878	claims/lemmas/L-3904-matched-pole-pick-annihilator.md	STATEMENT	Original lines 1-150 read to check the n>=2 hypothesis; D independently derives the relevant identity.
P34	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	103c0afa6de9e9424c8d27089a0cc90161a0b645	research/integrated/corrections/proof-boundary-corrections.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P35	393	ec118df8a133a1e4800f292641d42af1ba79f938	d6fcb789312a72022dbebcf342de70f162b9a9a8	claims/lemmas/L-91001-safe-line-beta-finite-difference-kernels.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P36	393	ec118df8a133a1e4800f292641d42af1ba79f938	f2bac72ae93422fb0ae6b7661b0fa1eed7ff4b30	claims/theorems/T-91001-single-safe-line-hausdorff-pick-rh-criterion.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P37	400	7dc9fec9eb5fab4ee9340ddbc5a52e36a6ab617e	c9d79afb88444e99fd3ed252d96a5e370e7a2613	claims/lemmas/L-91036-any-source-linear-poisson-colligation-reduces-to-first-chaos.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P38	408	ea3948ea21d90b9c9824874c5051dcc76e216a5b	2dac79a1a8f0bb141390a7bb7f25dc19143b3b98	claims/theorems/T-91501-prime-julia-reserve-absorbs-the-fixed-scale-oscillatory-long-jump-channel.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P39	607	a28f8e5b8c90e3aef30e97053ed42e9ddde9c665	2ff766541c702f22bf0da3d94fccb2a5af4b1382	claims/lemmas/L-98040-exact-stieltjes-transfer-of-the-complete-p61-base.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P40	607	a28f8e5b8c90e3aef30e97053ed42e9ddde9c665	03b5cf664c328b6b23bea090c286b124c0a38e97	claims/lemmas/L-98042-vinogradov-korobov-mesoscopic-corridor.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P41	608	f362acf56bbbbd183976b6377fbe883193886e1a	9ef1ac429f418417771ee0ce3fb02e05be0e67a2	claims/theorems/T-98050-hereditary-mesoscopic-bellman-corridor.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P42	697	e878c3717cd8124564e5400b2ec5db035e3a4088	761586150a287c8afb61e492918abf2ab73c4991	claims/lemmas/L-101100-positive-completion-negative-mass-absorption.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P43	704	66f755df4321a03874e0da3f61b033300173e364	26c3b5598eb3833e16627878354616a3b68ee176	claims/lemmas/L-101500-matched-transfer-negative-part.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P44	706	44828a27c63bfc57dce12d67e980db33f4d55c3a	aa72baa1c22c8f05d4d81a8ef7c6ef4cba973b8d	claims/lemmas/L-104101-two-key-root-excess-absorption.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P45	698	a10d6a40105142de2708632589c458d7534f556a	4d5c8d668d0d876822436c3571dfc6e421a7cd76	claims/lemmas/L-101103-bad-set-sparsity-times-derivative-energy.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
P46	698	a10d6a40105142de2708632589c458d7534f556a	8d26a44a39f3081dbcccab44b45c2c7973f290ed	claims/lemmas/L-101105-regionwise-two-sided-schur-cover.md	FULL_PROOF	Read through the connected GitHub tool; upstream producer not run.
M01	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	9f357ef0cf5ab2156a39ac40c53902b3c434d8b8	README.md	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M02	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	652344b76ac769479ffafdae1b1a6f073c261c9e	canonical/2026-08-22/families.tsv	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M03	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	dcdfcf9f086f7b7e47e0884e5fb50cc0cc82eb50	research/integrated/2026-08-22/README.md	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M04	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	65c155b573405888151159f84ad110c0529763a0	research/integrated/README.md	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M05	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	d9efedc62d3907f63e8b049e37fb1741bc569f04	canonical/consumers/mellin-landau/CONTRACT.md	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M06	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	eff241d2c86118ba0eb1354a4e977bdc74146f04	formal/OPEN_GATES.md	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M07	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	b209de1bb1d9b3ff4beea8731bd99072282a266c	research/integrated/mellin_landau/README.md	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M08	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	06cf796e1e54a2ee35b5e40f26d37ea5af368852	research/integrated/sharp_native/SOURCE_MANIFEST.tsv	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M09	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	a5a38ae046b2d8fbef9f85ac3e73cec7a9b53bf3	research/integrated/q4/SOURCE_MANIFEST.tsv	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M10	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	e356b401f5990e1d55dfbf70edd22f946e917f8e	research/integrated/wavelet_xd/SOURCE_MANIFEST.tsv	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M11	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	ca863321fffa4062fd33b163d9f789c8992a5de7	research/integrated/vaughan_half_divisor/SOURCE_MANIFEST.tsv	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M12	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	490de4b4e276713f7f3b7f00208469cfbcd9cd84	research/integrated/xi_pick/SOURCE_MANIFEST.tsv	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M13	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	152d09163cfa6d5f597fffb39b874e5086a11aee	research/integrated/heat_hermite/SOURCE_MANIFEST.tsv	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M14	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	deafe97643eb1282e8660491bbd1bc8c8cd133d7	research/integrated/safe_line/SOURCE_MANIFEST.tsv	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M15	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	021d2390a5bb2691d36edf56d3eeeab97ca764dd	research/integrated/suzuki_hardy/SOURCE_MANIFEST.tsv	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M16	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	675aa3634d7985c1843176047276081bc6eae9b3	research/integrated/dickman_bellman/SOURCE_MANIFEST.tsv	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M17	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	4cee29ffedac7a657383c87920c45e2c8db4dd2f	research/integrated/operator_no_go/SOURCE_MANIFEST.tsv	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M18	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	8cf68bc9f3a72a061c278706c341901fc84f080c	research/integrated/c4mbi/SOURCE_MANIFEST.tsv	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M19	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	6cdfeb9c305b31c05a3f661f43675231938e44ff	research/integrated/direct_main/cauchy_jordan/SOURCE_MANIFEST.tsv	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M20	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	e3b682a4d7a5228859f487a25d18493f3a2f9091	research/integrated/operator_no_go/README.md	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
M21	MAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	76a7568cbd219a75cbf1ed79394d94a8f8c6b3c7	research/integrated/conjunctive/SOURCE_MANIFEST.tsv	METADATA_OR_CONTRACT	Read as release scope or contract, not as proof of every listed source.
