path	bytes	sha256	git_blob	scope
reviews/C/pass2/FORMAL_NONVACUITY.md	11472	58fc800a9edc0f4b91510a61400b8cce3a35979c7d6c7b0a5bac2922ece178c1	0fa1bf98d59d84891410cdb50b4897804f65179c	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/HISTORICAL_HEAD_COMPARISON.tsv	101323	2a40b873d1c49966c5a46c3eb4b3a17f5b9470a94ecf76564b6b0f0ac7946f16	f35e703d4a6d1f5596f9194fa142568350fcd9c9	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/INSPECTED_SOURCES.tsv	27103	028be412ca8a6edfc5e776cbda491ade8bca7f72ea00b36b597c44b06b460c8f	4e37a59c346ce631440187f00388bb1986f7f3ba	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/OLDER_SOURCE_DELTAS.tsv	5127	6ce92f72154d96b4a6b2cab6780a93248ba5f36fadd22368d2c76453345ff175	380102ec1cb1a6cea39261f8f22cc7e23c3b13b7	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/PASS2_REPORT.md	4282	03ca8d7b01abe72925ed96719203571852639a03da1a8f35fcc6f6cb9ca4c224	8e714fcb6486f5fc154ddb6a7b179c1566f18b3b	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/PUBLICATION.json	1061	fb7161865838c1b6230c724282866d96614b66b3c56f89a9115c46a2cf34a734	0321c06767c2935a2740857fefd78d3c47b51238	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/evidence/NO_OBJECT_SLOTS.json	105	05ec26f8771e5bbb160a88b2cc986cb54d617ee3accf30aee607bdd669decc0d	e52e3e1f077430ae3c2f5f324649664141fc3b1c	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/evidence/PASS1_CENSUS.tsv	60020	2d0bfc3a25bb1443cd8692bfe94ef7d5108933062353d808c80050bd29463364	0d98aab08518bca855b387cdafa2a8e141ef2502	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/evidence/PASS1_README.md	3123	292bf8b4715d4d47dd708ca884ea59cb6fe5d0497e2691d8519111265c68ca2c	f115047d08605c8d0cedfadab441579664483abe	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/evidence/PASS1_RELEASE_BLOCKERS.md	11212	eff7d1d6be94f7ac9c314b441b8a48111f4fdc89b867a22234719dbb48a2ee62	fac739274c28d729ecf4433a8a991a7083e2212d	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/evidence/PASS1_STRUCTURE_AND_EXTRACTION.md	13593	ad6dbbff537adbb680b865ba09a5d4f122ba9119a23fdae91310c21b98416e33	7ed44cc511bda411cf3379656ea0aa31eb443a35	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/evidence/PASS1_VALIDATION.md	19933	7edf6e91690647c26a8196a482a8c6317695841769a4a615fe571e5cfb38c8b7	64e59e1ab00eaf6ed30fd4b2f953305732b7b3a3	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/evidence/PASS1_census_counts.json	446	6989f62193dfcd8f751a35bdd66a15ae52499d92f3f92ee8bc93a447b3c87b44	3114fe4d8a2bedc102b09230523e5d5f871051ea	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/evidence/PASS1_check_census.py	3390	daedfbdbf70b4e458411448834f6e52efc1903ee33da28d4bb13e95c7a91c0a2	6844efea894c2822efdfcb3d0d8112611d5a3f21	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/evidence/observed_heads.json	98598	f4d6060381e1d0962693b84e03281d3e8ab12f5b7d2a7c56a80b9a1e9ebf2d6b	6837fa173aebc012bcc70cb2f82a1923acbce895	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/lean/XiInputNonvacuity.lean	1764	b5d72fac621c9082b44088debf1881138b603cea2fb2be9f07ce1abf2e83fbaa	eedfe44308748c5ce012803f3bbe188204d58f1d	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/replay/references/formal/check_no_sorry.sh	2014	3d0271ae3ea16bd5abb8f4e1b9cde5c28d0279ce2aefef5774f4c665da24154e	b1ef22a399fd9b2a8f8eab6c8eaf53d4da6a410b	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/replay/references/pr568_current/verify.py	3047	7bbfd5dd0b590e12fd2c597da1e5adc050a0a9430169c99b7973ee80e302212d	f0e8f85e195162d745477cfb69e68b9b24443289	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/replay/references/pr568_recorded/verify.py	2691	43b905dcadc39ddb8f7a7bb1169060c81efa221d12f5303efa486bc70d6d8cd3	c946104810907deb55db18a4f2897e28618a04db	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/replay/references/pr599/verify.py	3982	e9a29f56ae51faa2e4eed223765a542d7cd69409ca9f8ce62adfeac31cbfd318	121a2767b0e9fe8ed0d76d6146f11807b9a4b587	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/replay/reproduced/pr568_current/verification.json	1380	3743e7105567e5bfc55502751f7aec586e06b7e743eb30ae2dfbef1b63d16928	16236ebf67030b3c81178ec0077c3f69e137ef0d	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/replay/reproduced/pr568_recorded/retained_original_format.json	1236	a41b186b779b9af44bd491280f65ca2b63a34135db05fe6f1860e9e8eef4cb57	faac15c97c7c39a118f5f8cf4473c9e4e22e30e4	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/replay/reproduced/pr568_recorded/verification.json	1380	3743e7105567e5bfc55502751f7aec586e06b7e743eb30ae2dfbef1b63d16928	16236ebf67030b3c81178ec0077c3f69e137ef0d	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/replay/reproduced/pr599/verification.json	2230	ad594acfe7c23191fdb4577e592842cf48ed136ff391543da2e55f1d741a8843	7082465f6e1c37bf594318528b07b7cf84d64b14	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/reports/changed_packet_replay.json	4730	0b2c8da4e669ebe14d7acd13c2325d53337be4542d891e9824083e6112720abd	388cb126cf6b4ef75df612b2b5f1c3928b5ed3af	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/reports/execution_receipt.json	10666	3368a4459d632d5a166e5cdab590a42cc4ec2b87eda7183cfdf41fcff321c397	42ee91d2ed4457b12859fb2410d9db2f19316a33	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/reports/formal_catalog_summary.json	1270	01a67263443f70ea2f021ee294fe1edf3cd3c62952d3c3cc37b71181a2349087	fe0e3a1fac4b552e8b6044df724e2b69b3ea4cea	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/reports/independent_finite_algebra.json	1221	de26b5878c3833499beea66d098c390047d7a2d9750f900abc2056608c1afdb7	234a2aec60dd3e926f65dde586c58e19460afe93	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/reports/packet_mutations.json	4767	fda740fae038763ca0770a5c29a35098e82453846d6fb7be55405f51986fbd5f	fc7321e140ce1b952743058cc685bfc741331e1e	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/reports/pass2_consistency.json	2934	9a1547d1b7d86e8a24d4a4bdc00ae2f67a787282f2d81166cc07f7a053810ab4	62773ac156395fbf47d7113fc071b8c9dc0493ca	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/reports/tactic_guard_replay.json	5642	13ce101417c6351ee731c56f93d5579f0f8ca3e864f2cd42d9d8f642e58e336b	40f87345ee6d6377575313924eb921e94bfc49e7	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/scripts/independent_finite_algebra.py	2825	e16541f16dd67f92eb759b130386347373d43905d5edf00cf04f6465c7567efa	40fb2b680ee089a6d94209c83e2845abfb157771	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/scripts/replay_changed_packets.py	5636	2a0c31f2d3b79592b3a62c3ef13415947a33b4f304c5d3829ad8ee35afa7bffc	3f0754f98f22465103076469c2aa86596b89be32	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/scripts/replay_packet_mutations.py	3118	17d4810a9ec450c31543094b9642f1906e337c4cd9566003cc3832d3d6819c32	a069e9c92eda88b9b67681f5833e540428619fb5	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/scripts/replay_tactic_guard.py	3073	4de3629fdf13afbb4366c6e44e460dba6fe971e54d658c433c02e7f24342cb8b	f96e8bba333b82ec6cd37450b4ac3c86817db7d3	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/scripts/run_xi_regression.sh	730	dba671fa0714a3ca9d44bcca967cad7724a1a0a4b2bfccbae8d14d682121e6d1	ab1edd195b7ebe5eba5f70eb6a908249fee136a2	review artifact; not a trusted theorem or source-coverage certificate
reviews/C/pass2/scripts/validate_pass2.py	11836	a650d81736ddfd942cb669eb4b658cb484b43984d1ffae26ece7c7b9c1f9e913	e3a336b587b333f96bfd8a6e9d31649fe11485f0	review artifact; not a trusted theorem or source-coverage certificate
