kind	formal_id	owner	lean_declaration	lean_module	reported_formal_status	source_commit	source_path	source_git_blob	c_review_scope	definition_source_path	definition_git_blob	independent_c_verdict	scope_note
CANONICAL	ARITH.SHARP.COMPACT_HALL_RN	B	RiemannFormal.Arithmetic.SourceIdentities.sharpRNDensity_16_4_4	RiemannFormal.Arithmetic.SourceIdentities	BLOCKED_MATHEMATICS	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/B.tsv	09d6c8889ee239d33328002fd918040548a371b6	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Arithmetic/SourceIdentities.lean	98315e28faf66a691696414e43ff15d7afd08c2c	FINITE_HELPER_NOT_CANONICAL_THEOREM	generic list identity and exact normalization/RN/parity fixtures, not complete labelled-source analytic theorems
CANONICAL	ARITH.SHARP.ALPHA_NATIVE_PROMOTION	B	RiemannFormal.Arithmetic.SourceIdentities.native_one_prime_ne_contracted_two_child	RiemannFormal.Arithmetic.SourceIdentities	REFUTED_FORMALIZED	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/B.tsv	09d6c8889ee239d33328002fd918040548a371b6	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Arithmetic/SourceIdentities.lean	98315e28faf66a691696414e43ff15d7afd08c2c	FINITE_ALGEBRA_DESK_SUPPORTED_NOT_KERNEL_REPLAYED	generic list identity and exact normalization/RN/parity fixtures, not complete labelled-source analytic theorems
CANONICAL	ARITH.SHARP.SEQUENTIAL_FIRST_OWNER	B	RiemannFormal.Arithmetic.SourceIdentities.scalarFirstOwnerExpansion_eq_finiteEulerProduct	RiemannFormal.Arithmetic.SourceIdentities	BLOCKED_MATHEMATICS	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/B.tsv	09d6c8889ee239d33328002fd918040548a371b6	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Arithmetic/SourceIdentities.lean	98315e28faf66a691696414e43ff15d7afd08c2c	FINITE_HELPER_NOT_CANONICAL_THEOREM	generic list identity and exact normalization/RN/parity fixtures, not complete labelled-source analytic theorems
CANONICAL	ARITH.SOURCE.TYPING_FIREWALLS	B	RiemannFormal.Arithmetic.SourceIdentities.response_capacity_coefficients_differ_16_4_4	RiemannFormal.Arithmetic.SourceIdentities	BLOCKED_MATHEMATICS	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/B.tsv	09d6c8889ee239d33328002fd918040548a371b6	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Arithmetic/SourceIdentities.lean	98315e28faf66a691696414e43ff15d7afd08c2c	FINITE_HELPER_NOT_CANONICAL_THEOREM	generic list identity and exact normalization/RN/parity fixtures, not complete labelled-source analytic theorems
CANONICAL	ARITH.WAVELET.MINIMAL_RATIO8	B	RiemannFormal.Arithmetic.Wavelet.threeTap_minimal	RiemannFormal.Arithmetic.Wavelet	BLOCKED_MATHEMATICS	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/B.tsv	09d6c8889ee239d33328002fd918040548a371b6	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Arithmetic/Wavelet.lean	0410afadbf27a8f8b82163b6d867f3e823d99e07	FINITE_HELPER_NOT_CANONICAL_THEOREM	generic finite tap/summation helpers and type tags; no canonical ratio-eight/factor-67 or quantitative Vaughan theorem
CANONICAL	ARITH.WAVELET.ABEL_MERTENS	B	RiemannFormal.Arithmetic.Wavelet.finite_sum_by_parts	RiemannFormal.Arithmetic.Wavelet	BLOCKED_MATHEMATICS	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/B.tsv	09d6c8889ee239d33328002fd918040548a371b6	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Arithmetic/Wavelet.lean	0410afadbf27a8f8b82163b6d867f3e823d99e07	FINITE_HELPER_NOT_CANONICAL_THEOREM	generic finite tap/summation helpers and type tags; no canonical ratio-eight/factor-67 or quantitative Vaughan theorem
CANONICAL	ARITH.XD.OLD_K0_K1_EDGE	B	RiemannFormal.Arithmetic.Wavelet.K0_ne_K1	RiemannFormal.Arithmetic.Wavelet	BLOCKED_MATHEMATICS	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/B.tsv	09d6c8889ee239d33328002fd918040548a371b6	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Arithmetic/Wavelet.lean	0410afadbf27a8f8b82163b6d867f3e823d99e07	FINITE_HELPER_NOT_CANONICAL_THEOREM	generic finite tap/summation helpers and type tags; no canonical ratio-eight/factor-67 or quantitative Vaughan theorem
CANONICAL	ARITH.XD.SAME_K1_TRANSLATION	B	RiemannFormal.Arithmetic.Wavelet.sameKernelIdentity_coefficient	RiemannFormal.Arithmetic.Wavelet	BLOCKED_MATHEMATICS	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/B.tsv	09d6c8889ee239d33328002fd918040548a371b6	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Arithmetic/Wavelet.lean	0410afadbf27a8f8b82163b6d867f3e823d99e07	FINITE_HELPER_NOT_CANONICAL_THEOREM	generic finite tap/summation helpers and type tags; no canonical ratio-eight/factor-67 or quantitative Vaughan theorem
CANONICAL	ARITH.VAUGHAN.HALF_DIVISOR	B	RiemannFormal.Arithmetic.HalfDivisor.eta_mul_eta	RiemannFormal.Arithmetic.HalfDivisor	BLOCKED_MATHEMATICS	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/B.tsv	09d6c8889ee239d33328002fd918040548a371b6	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Arithmetic/HalfDivisor.lean	e4252823ed5418100807f6b1ceff4f77d6d67c8c	FINITE_HELPER_NOT_CANONICAL_THEOREM	exact arithmetic-function convolution eta*eta=zeta; not analytic Riemann zeta or full signed near-collision
CANONICAL	OPERATOR.XI.PICK_ORDER2	C	RiemannFormal.Operator.actualXiPickOrderTwo_of_inputs	RiemannFormal.Operator.XiOrderThree	PROVED_CONDITIONAL	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C.tsv	21b55d9fda25203d04dbb34d5b38b94daccba577	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/XiOrderThree.lean	8a57d165e4d585232d8976858871b99a0d39101e	FAIL_NONVACUITY_OF_HEADLINE_INPUT	headline ActualXiOrderThreeInputs is empty by the half-node contradiction; conditional proofs are vacuous at this source
CANONICAL	OPERATOR.XI.PICK_ORDER3.DETERMINANT	C	RiemannFormal.Operator.three_node_pick_determinant_identity	RiemannFormal.Operator.PickAlgebra	PROVED	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C.tsv	21b55d9fda25203d04dbb34d5b38b94daccba577	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/PickAlgebra.lean	d19c19e0acb468bff19849cfebcdfbb8501e1b16	FINITE_ALGEBRA_DESK_SUPPORTED_NOT_KERNEL_REPLAYED	exact finite determinant algebra with explicit denominators; determinant nonnegativity alone is not PSD
CANONICAL	OPERATOR.XI.PICK_ORDER3.TP_CURVATURE	C	RiemannFormal.Operator.actualXiCompanionCurvature_of_inputs	RiemannFormal.Operator.XiOrderThree	PROVED_CONDITIONAL	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C.tsv	21b55d9fda25203d04dbb34d5b38b94daccba577	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/XiOrderThree.lean	8a57d165e4d585232d8976858871b99a0d39101e	FAIL_NONVACUITY_OF_HEADLINE_INPUT	headline ActualXiOrderThreeInputs is empty by the half-node contradiction; conditional proofs are vacuous at this source
CANONICAL	OPERATOR.XI.RECIPROCAL_CONCAVITY.SUM	C	RiemannFormal.Operator.Jet2.reciprocalConcavity_add	RiemannFormal.Operator.ReciprocalConcavity	PROVED	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C.tsv	21b55d9fda25203d04dbb34d5b38b94daccba577	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/ReciprocalConcavity.lean	2f6604c5c3f4d7e0b18d047748d21b2701827aad	FINITE_ALGEBRA_DESK_SUPPORTED_NOT_KERNEL_REPLAYED	positive-value jet sum square certificate; local orbit algebra; no actual-Xi analytic convergence supplied
CANONICAL	OPERATOR.XI.RECIPROCAL_CONCAVITY.ONE_ORBIT	C	RiemannFormal.Operator.reflectedOffLineOrbit_absorbed_reviewed	RiemannFormal.Operator.XiSourceSpecific	PROVED	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C.tsv	21b55d9fda25203d04dbb34d5b38b94daccba577	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/XiSourceSpecific.lean	da684227de5443511b60d1fafa0b1ccafa1883ee	FINITE_ALGEBRA_DESK_SUPPORTED_NOT_KERNEL_REPLAYED	local orbit payment derived from source geometry; global tail and numerical reserve budget remain inputs
CANONICAL	OPERATOR.XI.CRITICAL_RESERVE_BUDGET	C	RiemannFormal.Operator.buildLockedActualXiReserveAllocation	RiemannFormal.Operator.XiSourceSpecific	PROVED_CONDITIONAL	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C.tsv	21b55d9fda25203d04dbb34d5b38b94daccba577	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/XiSourceSpecific.lean	da684227de5443511b60d1fafa0b1ccafa1883ee	CONDITIONAL_ASSEMBLY_PREMISES_NOT_DISCHARGED	local orbit payment derived from source geometry; global tail and numerical reserve budget remain inputs
CANONICAL	OPERATOR.XI.RECIPROCAL_CONCAVITY.ACTUAL	C	RiemannFormal.Operator.actualXiReciprocalConcavity_of_inputs	RiemannFormal.Operator.XiOrderThree	PROVED_CONDITIONAL	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C.tsv	21b55d9fda25203d04dbb34d5b38b94daccba577	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/XiOrderThree.lean	8a57d165e4d585232d8976858871b99a0d39101e	FAIL_NONVACUITY_OF_HEADLINE_INPUT	headline ActualXiOrderThreeInputs is empty by the half-node contradiction; conditional proofs are vacuous at this source
CANONICAL	OPERATOR.XI.PICK_ORDER3	C	RiemannFormal.Operator.actualXiPickOrderThreeConditional	RiemannFormal.Operator.XiOrderThree	PROVED_CONDITIONAL	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C.tsv	21b55d9fda25203d04dbb34d5b38b94daccba577	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/XiOrderThree.lean	8a57d165e4d585232d8976858871b99a0d39101e	FAIL_NONVACUITY_OF_HEADLINE_INPUT	headline ActualXiOrderThreeInputs is empty by the half-node contradiction; conditional proofs are vacuous at this source
CANONICAL	OPERATOR.XI.LOEWNER_LOW_ORDER	C	RiemannFormal.Operator.actualXiLowOrderLoewner_of_inputs	RiemannFormal.Operator.XiOrderThree	PROVED_CONDITIONAL	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C.tsv	21b55d9fda25203d04dbb34d5b38b94daccba577	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/XiOrderThree.lean	8a57d165e4d585232d8976858871b99a0d39101e	FAIL_NONVACUITY_OF_HEADLINE_INPUT	headline ActualXiOrderThreeInputs is empty by the half-node contradiction; conditional proofs are vacuous at this source
CANONICAL	REFUTATION.WEIL.POSITIVE_SCHUR_RESCUE	C	RiemannFormal.Refutations.positiveSchurCannotRescue	RiemannFormal.Refutations.MatrixFirewalls	REFUTED_FORMALIZED	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C.tsv	21b55d9fda25203d04dbb34d5b38b94daccba577	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Refutations/MatrixFirewalls.lean	301313df3ee6226d205e3a1d6a07c9d9ad81b335	FINITE_ALGEBRA_DESK_SUPPORTED_NOT_KERNEL_REPLAYED	exact finite scalar counterexamples; not full analytic or operator realizations
CANONICAL	REFUTATION.ROOT_EXCESS_ONLY	C	RiemannFormal.Refutations.positiveExcessDoesNotControlSquareRoot	RiemannFormal.Refutations.MatrixFirewalls	REFUTED_FORMALIZED	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C.tsv	21b55d9fda25203d04dbb34d5b38b94daccba577	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Refutations/MatrixFirewalls.lean	301313df3ee6226d205e3a1d6a07c9d9ad81b335	FINITE_ALGEBRA_DESK_SUPPORTED_NOT_KERNEL_REPLAYED	exact finite scalar counterexamples; not full analytic or operator realizations
CANONICAL	REFUTATION.HEAT.UNIFORM_CENTER	C	RiemannFormal.Refutations.parityChangesUnderDisplacement	RiemannFormal.Refutations.HeatQ4Firewalls	BLOCKED_MATHEMATICS	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C.tsv	21b55d9fda25203d04dbb34d5b38b94daccba577	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Refutations/HeatQ4Firewalls.lean	f2ba6884827fb5c7018ef3ecd361050c3037527c	FINITE_HELPER_NOT_CANONICAL_THEOREM	finite parity/displacement and filter witnesses only; no full uniform-center analytic no-go
API	FORMAL.API.OPERATOR.PICK_ORDER2_MONOTONICITY	C_API	RiemannFormal.Operator.two_point_pick_nonnegative	RiemannFormal.Operator.PickAlgebra	PROVED	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C_API.tsv	eaf58c6b3f3fe9e69baf66a2bd4ea555e4703e00	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/PickAlgebra.lean	d19c19e0acb468bff19849cfebcdfbb8501e1b16	FINITE_ALGEBRA_DESK_SUPPORTED_NOT_KERNEL_REPLAYED	exact finite determinant algebra with explicit denominators; determinant nonnegativity alone is not PSD
API	FORMAL.API.OPERATOR.SECOND_DIVDIFF_ADD	C_API	RiemannFormal.Operator.secondDivDiff_add_nonpositive	RiemannFormal.Operator.PickAlgebra	PROVED	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C_API.tsv	eaf58c6b3f3fe9e69baf66a2bd4ea555e4703e00	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/PickAlgebra.lean	d19c19e0acb468bff19849cfebcdfbb8501e1b16	FINITE_ALGEBRA_DESK_SUPPORTED_NOT_KERNEL_REPLAYED	exact finite determinant algebra with explicit denominators; determinant nonnegativity alone is not PSD
API	FORMAL.API.OPERATOR.RECIPROCAL_CONCAVITY_ADD	C_API	RiemannFormal.Operator.Jet2.reciprocalConcavity_add	RiemannFormal.Operator.ReciprocalConcavity	PROVED	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C_API.tsv	eaf58c6b3f3fe9e69baf66a2bd4ea555e4703e00	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/ReciprocalConcavity.lean	2f6604c5c3f4d7e0b18d047748d21b2701827aad	FINITE_ALGEBRA_DESK_SUPPORTED_NOT_KERNEL_REPLAYED	positive-value jet sum square certificate; local orbit algebra; no actual-Xi analytic convergence supplied
API	FORMAL.API.OPERATOR.ONE_ORBIT_COORDINATES	C_API	RiemannFormal.Operator.oneOrbit_cross_curvature_coordinates	RiemannFormal.Operator.XiSourceSpecific	PROVED	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C_API.tsv	eaf58c6b3f3fe9e69baf66a2bd4ea555e4703e00	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/XiSourceSpecific.lean	da684227de5443511b60d1fafa0b1ccafa1883ee	FINITE_ALGEBRA_DESK_SUPPORTED_NOT_KERNEL_REPLAYED	local orbit payment derived from source geometry; global tail and numerical reserve budget remain inputs
API	FORMAL.API.OPERATOR.RESERVE_PREFIX_ALLOCATION	C_API	RiemannFormal.Operator.buildActualXiReserveAllocation	RiemannFormal.Operator.XiSourceSpecific	PROVED_CONDITIONAL	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C_API.tsv	eaf58c6b3f3fe9e69baf66a2bd4ea555e4703e00	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/XiSourceSpecific.lean	da684227de5443511b60d1fafa0b1ccafa1883ee	CONDITIONAL_ASSEMBLY_PREMISES_NOT_DISCHARGED	local orbit payment derived from source geometry; global tail and numerical reserve budget remain inputs
API	FORMAL.API.OPERATOR.REPEATED_NODE_REDUCTION	C_API	RiemannFormal.Operator.repeated12_pick_psd	RiemannFormal.Operator.RepeatedNodes	PROVED	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/registry/deltas/C_API.tsv	eaf58c6b3f3fe9e69baf66a2bd4ea555e4703e00	declaration and defining body read; source-level desk audit; NOT_COMPILED; dependency closure incomplete	formal/RiemannFormal/Operator/RepeatedNodes.lean	dc9e0792191207d7d0d9dcaafb80a08091cfb6c3	FINITE_ALGEBRA_DESK_SUPPORTED_NOT_KERNEL_REPLAYED	duplicate-row congruence for identical function evaluations; not confluent Hermite limits
