route	pr	reviewed_sha	path	claim_id	short_statement	mathematical_type	review_verdict	lifecycle	rh_relationship	dependencies	surviving_scope	superseded_or_refuted_by	integration_action	notes
factor54-direct-euler	399	d688cc7cb73eea9e50f10352a50516ab2c4f4625	claims/lemmas/L-91350-p79-low-prefix-hall-corrected-cell-derivative-certificate.md	L-91350.2	The causal Hall margin equals a formula using full A_t and B_t prefixes	UNCONDITIONAL THEOREM	FALSE	refuted in review	RH-load-bearing	L-91342; L-91345	None	Exact t=79 p=83 y=1 support-cutoff counterexample	Mark false and replace	Correct formula needs parent prefixes A_t(py), B_t(py)
factor54-direct-euler	399	d688cc7cb73eea9e50f10352a50516ab2c4f4625	experiments/X-91127-p79-low-prefix-corrected/verify.py	X-91127-cert	The checker covers every actual parent and child activation cell	DISCOVERY ONLY	FALSE	invalid certificate	RH-load-bearing	L-91350	None	Review support-cutoff counterexample	Replace checker	The script omits y=d/p parent activations and evaluates a different expression
factor54-direct-euler	399	d688cc7cb73eea9e50f10352a50516ab2c4f4625	experiments/X-91127-p79-low-prefix-corrected/results/verification.json	X-91127-output	The retained JSON is the output of the checked-in script	DISCOVERY ONLY	EMPIRICAL ONLY	stale proof artifact	indirect	X-91127 verify.py	No certified proof-object scope	Current script/output schema mismatch	Regenerate and hash	No SHA256SUMS binds script and result
factor54-direct-euler	399	d688cc7cb73eea9e50f10352a50516ab2c4f4625	claims/lemmas/L-91351-p79-one-prime-splice-is-a-terminal-child-plus-positive-arithmetic-row.md	L-91351.2	D_P(py)=p^-1/2 D_P(y)+D_Pp(py) rowwise	UNCONDITIONAL THEOREM	VERIFIED	current local theorem	indirect	finite divisor split	Exact equality for every declared row	None	Retain	This is the strongest clean new identity
factor54-direct-euler	399	d688cc7cb73eea9e50f10352a50516ab2c4f4625	claims/lemmas/L-91351-p79-one-prime-splice-is-a-terminal-child-plus-positive-arithmetic-row.md	L-91351.7-8	Target and score satisfy the same p^-1/2 Euler split	UNCONDITIONAL THEOREM	VERIFIED	current local theorem	indirect	finite divisor split	Exact scalar equalities	None	Retain	No positivity conclusion is included in this row
factor54-direct-euler	399	d688cc7cb73eea9e50f10352a50516ab2c4f4625	claims/lemmas/L-91351-p79-one-prime-splice-is-a-terminal-child-plus-positive-arithmetic-row.md	L-91351.9	The low-prefix residual target and score are positive	UNCONDITIONAL THEOREM	UNPROVEN / GAP	blocked	RH-load-bearing	L-91345; L-91350	Large-prefix portion only	L-91350.2 false	Repair finite Hall theorem	The inequalities may still be true but are not certified
factor54-direct-euler	399	d688cc7cb73eea9e50f10352a50516ab2c4f4625	claims/lemmas/L-91351-p79-one-prime-splice-is-a-terminal-child-plus-positive-arithmetic-row.md	L-91351.10-11	Residual score minus target has the stated first-moment formula and positive lower bound	UNCONDITIONAL THEOREM	VERIFIED WITH FIXES	current local theorem	indirect	L-91345 prefix lower bound; X-91128	Exact difference formula; lower bound conditional on retained prefix checks	None	Retain with proof-object manifest	Positive difference alone does not prove both ledgers positive
factor54-direct-euler	399	d688cc7cb73eea9e50f10352a50516ab2c4f4625	claims/theorems/T-91304-direct-euler-row-factor54-resolution-proposal.md	T-91304-branch	Every hidden least-prime branch is r times a complete canonical terminal child plus a positive favorable residual	PROPOSED COMPLETE THEOREM	FALSE	blocked composition	RH-load-bearing	L-91336; L-91337; L-91351	None	R-91307 and exact pure-reserve calculation	Require an explicit regrouping theorem	Literal hazard branch target is 2r and score r^2; r-scaled canonical child score is r
factor54-direct-euler	399	d688cc7cb73eea9e50f10352a50516ab2c4f4625	claims/theorems/T-91304-direct-euler-row-factor54-resolution-proposal.md	T-91304.6	Pointwise substochastic source weights yield scalar signed endpoint-loss recurrence	PROPOSED COMPLETE THEOREM	UNPROVEN / GAP	first global open theorem	RH-load-bearing	L-91336; L-91337; L-91343; T-91302	No scalar recurrence established	Exact review mass-to-signed-loss obstruction	Quarantine until a packet-homogeneity theorem exists	Theta_b(n) is pointwise while theta_b in the recurrence is undefined; the factor r is also missing
factor54-direct-euler	399	d688cc7cb73eea9e50f10352a50516ab2c4f4625	claims/lemmas/L-91351-p79-one-prime-splice-is-a-terminal-child-plus-positive-arithmetic-row.md	L-91351-frontier	Every noninherited row j>y is already paid once in the current frontier with O(1) total debt	ROUTE INFRASTRUCTURE	UNPROVEN / GAP	open interface	RH-load-bearing	finite producer; collar; terminal packets	Only D_P(y;j)=0 for j>y is established	None	Require one row-indexed capacity and debt ledger	No exact all-branch one-use theorem is cited
factor54-direct-euler	399	4b8b4306142e92d66bc27f7eda10f64a703ed3d8	claims/theorems/T-91302-substochastic-branching-factor54-reset-closes-rh.md	T-91302	A genuine substochastic scalar loss recurrence with contracted children implies RH	CONDITIONAL IMPLICATION	VERIFIED	current consumer	RH-equivalent sufficient criterion	T-91101; PR #352	Exactly the stated reset hypotheses	None	Retain as conditional consumer	It does not prove the producer hypotheses
factor54-direct-euler	399	d688cc7cb73eea9e50f10352a50516ab2c4f4625	claims/theorems/T-91304-direct-euler-row-factor54-resolution-proposal.md	T-91304	The assembled direct Euler factor54 chain proves RH	PROPOSED COMPLETE THEOREM	UNPROVEN / GAP	blocked full proposal	direct RH claim	all rows above	Exact local identities and narrow finite lemmas	L-91350 false; branch typing and recurrence open	Do not integrate as a proof	RH is not established
factor54-direct-euler	399	d688cc7cb73eea9e50f10352a50516ab2c4f4625	claims/observations/O-91311-direct-row-factor54-final-proof-dag.md	O-91311-snapshot	The proposed DAG is one self-contained frozen proof object	ROUTE INFRASTRUCTURE	UNPROVEN / GAP	split repository snapshot	indirect	main d688cc7; PR399 head 4b8b430	Navigation aid only	Repository split-DAG census	Consolidate exact paths and SHAs	Main lacks load-bearing ancestors and PR399 lacks the final theorem
