route	pr	reviewed_sha	path	claim_id	short_statement	mathematical_type	review_verdict	lifecycle	rh_relationship	dependencies	surviving_scope	superseded_or_refuted_by	integration_action	notes
factor67-root	481	005ae49723898d8661d407a0433a6d69cb6d6efc	claims/lemmas/L-91735-square-root-thinning-has-logarithmic-native-cost.md	L-91735	thinning and local analytic errors have logarithmic native cost	PROPOSED COMPLETE THEOREM	VERIFIED WITH FIXES	live	CONDITIONAL IMPLICATION	L-91378; L-91733; L-91734	continuum shortfall, incremental thinning, sparse-dual sums		remove benchmark bridge from DAG	The imported J_Lambda-4sqrt(X)<4log(X) bridge is RH-bearing; terminal/base/port Y4 cost remains imported.
factor67-root	481	005ae49723898d8661d407a0433a6d69cb6d6efc	claims/lemmas/L-91728-all-column-factor67-root-slack-is-logarithmic-in-the-native-dual.md	L-91728	one-shot root native slack is O(log X)	PROPOSED COMPLETE THEOREM	UNPROVEN / GAP	live	PROPOSED COMPLETE THEOREM	PR #479; sparse Y4; fixed corrections	localized mismatch cost only		prove direct Y4 root ledger	Imports fixed terminal/base/port cost and the RH-bearing benchmark bridge.
factor67-root	481	005ae49723898d8661d407a0433a6d69cb6d6efc	claims/lemmas/L-91731-positive-causal-envelope-makes-the-logarithmic-root-cost-one-shot.md	L-91731	positive descendants have uniformly bounded deficit per target mass	CONDITIONAL IMPLICATION	VERIFIED WITH FIXES	live	CONDITIONAL IMPLICATION	L-91375; L-91650; T-91312	positive-packet hereditary envelope		retain	Correct only after exact positive packet entry and source ownership are reconstructed.
factor67-root	481	005ae49723898d8661d407a0433a6d69cb6d6efc	claims/theorems/T-91724-corrected-factor67-all-column-native-slack-resolution-proposal.md	T-91724	corrected factor-67 SONTR/NRCT composition proves RH	PROPOSED COMPLETE THEOREM	UNPROVEN / GAP	live	PROPOSED COMPLETE THEOREM	L-91726--31; PR #479; endpoint chain	coherent intended architecture		request changes	Root identity, port demand, correction Y4 cost, benchmark bridge, and external chain remain load-bearing.
factor67-root	481	005ae49723898d8661d407a0433a6d69cb6d6efc	claims/theorems/T-91725-pr478-audit-supplements-corrected-factor67-proposal.md	T-91725	audit supplement closes PR #478 issues and completes T-91724	PROPOSED COMPLETE THEOREM	UNPROVEN / GAP	live	PROPOSED COMPLETE THEOREM	L-91732--37; T-91724	repairs mass, columns, collars, score scope and root mass		retain as audit supplement only	The file itself preserves four open reconstruction obligations; review PRs are not theorem antecedents.
factor67-root	481	005ae49723898d8661d407a0433a6d69cb6d6efc	experiments/X-91732-pr478-audit-supplement/results/verification.json	X-91732	finite replay authenticates supplement algebra	DISCOVERY ONLY	EMPIRICAL ONLY	live	ROUTE INFRASTRUCTURE	verify.py	finite examples, constants and file firewalls		retain	Explicitly does not establish RH and lists four open obligations.
native-dual	468/481	005ae49723898d8661d407a0433a6d69cb6d6efc	claims/lemmas/L-91378-radix-four-dual-diagonalizes-the-native-endpoint-deficit.md	L-91378	native deficit equals positive Y4-weighted detail slack	UNCONDITIONAL THEOREM	VERIFIED	retained	ROUTE INFRASTRUCTURE	radix-four renewal	exact finite dual identity		retain	Correct conclusion-producing scalar.
endpoint-consumer	468/481	005ae49723898d8661d407a0433a6d69cb6d6efc	claims/theorems/T-91313-explicit-endpoint-deficit-to-rh-consumer.md	T-91313	Delta=o(log^2 X) implies RH through endpoint chain	CONDITIONAL IMPLICATION	VERIFIED WITH FIXES	retained	CONDITIONAL IMPLICATION	L-91377; L-91378; PR #352/#353 chain	finite dual orientation is correct		freeze transitive external dependencies	The external prime-square/Mellin/Landau chain is not transitively locked in PR #481.
benchmark-bridge	481	005ae49723898d8661d407a0433a6d69cb6d6efc	multiple L-91728/L-91735/T-91724/T-91725 references	BRIDGE-JLAMBDA	J_Lambda(X)-4sqrt(X)<4log(X) is used as an elementary bridge	RH-EQUIVALENT CRITERION	UNPROVEN / GAP	live	RH-EQUIVALENT CRITERION	Mellin transform of -zeta'/zeta	any eventual O(log X) upper bound implies RH		remove as pre-RH input	This is a circular load-bearing input, not an editorial omission.
endpoint-prime-square	353	ed566f3198e236c54ba18049181016536f56d456	claims/lemmas/L-90020-prime-square-occupancy-gap-is-minus-one-minus-zeta-half.md	L-90020	prime-square source produces the deterministic quadratic moat	UNCONDITIONAL THEOREM	VERIFIED WITH FIXES	retained	ROUTE INFRASTRUCTURE	PNT; fractional-part integral	prime-square asymptotic mechanism		freeze and independently reconstruct	No new contradiction found; full analytic details remain external to PR #481.
endpoint-gap	353	ed566f3198e236c54ba18049181016536f56d456	claims/theorems/T-90011-subquadratic-complete-prime-power-parabolic-gap-is-equivalent-to-rh.md	T-90011	subquadratic complete gap forces eventual prime endpoint negativity and RH	RH-EQUIVALENT CRITERION	VERIFIED WITH FIXES	retained	RH-EQUIVALENT CRITERION	L-90020; T-90008	one-sided threshold logic		freeze transitive dependencies	Not reached until native producer closes.
endpoint-landau	352	906b5a477a1ed7c88a40db7569924f15f3d54b72	claims/theorems/T-90008-undifferenced-prime-endpoint-negativity-is-equivalent-to-rh.md	T-90008	eventual one-sign prime endpoint is equivalent to RH	RH-EQUIVALENT CRITERION	VERIFIED WITH FIXES	retained	RH-EQUIVALENT CRITERION	L-90004; Landau; contour shift	Mellin pole/one-sign mechanism		freeze and independently reconstruct	Current PR lock does not include the full contour and analytic dependency graph.
review-context	482	b8428601ad0f046442558b677e5b3ed3139e7527	review PR #482	PR482	frozen review of earlier PR #481 head	REFUTATION	SUPERSEDED	frozen lifecycle	NONE	old head f41bbd7608cc70bc2a8002d43ef99b5e35977968	valid review at old SHA	PR #481 live supplement	retain as historical review	Not a mathematical antecedent of T-91724/T-91725.
