reviewer	relative_path	bytes	sha256
B	raw/B/13_validate_registry.log	85	ec4eb335aa179ecf8142f01482305055592e987eaee63c5ee40d71c6d6421630
B	raw/B/14_verify_source_locks.log	83	3840b25aed446bdaada5f8af71c99b1a38e9df0292c6db8763b3e6a5d6cf210b
B	raw/B/15_validate_blueprint.log	57	37c92f0d3d396bf56efe8fe78bca796801ac6bd882a6c76f988d0dbcd45e643a
B	raw/B/16_check_no_sorry.log	51	efec69d98f013b4d40fb21eb8706c41d17b75f425c21e155ea17870fd870aa17
B	raw/B/17_check_axioms.log	216	7f17caa398b0db0c6928e9adcf687193c5da8de0215ff3f33a037e955db42097
B	raw/B/20_build_Challenge_ArithmeticRows23.log	427	04a51c09bcf6cdb55110c768716cffece4c7331e0843a0604322a5b39f016cf9
B	raw/B/21_build_Solution_ArithmeticRows23.log	2933	659184ab2a47cd1f48211d259045da3d46dc5b8b3b4093aa9822548b3398e101
B	raw/B/22_build_Challenge_FixedDetectorFiveThree.log	451	e8a5b41aebfdd38d82e7065cfb90a3aaaf58b60ff1aa42cf9ec21aeee75edeba
B	raw/B/23_build_Solution_FixedDetectorFiveThree.log	2951	9aba9a35a20acfe95c9ba298c58a166dd2b73cb43363577cd88247f9015b202a
B	raw/B/24_lean_RiemannFormal_Arithmetic_AxiomAudit.log	269	9457edbbf9e6f1734879798bdffc90976c18a4619833ee9c2be370306a1b637c
B	raw/B/25_lean_comparator_PrintAxioms_ArithmeticFixedRows.log	1543	9bad54f749611da5656ad2fd01f472038a4a779967838c9c58985440d5daca0e
B	raw/B/30_static_B_declarations_and_closure.log	2568	d6c7ac3b0bee9943d092d026bb3310dbdf70734234ca6257e6ce7bb644e7e0b6
B	raw/B/31_comparator_library_collision.log	536	90c7e4e33529d4dc63f03b5a7e2502db37d2060337cf510222e4ee3e97954dfc
B	raw/B/32_check_axioms_patch_apply_check.log	13	c1e97067c5f479a44a6f57297a0a8f87a59d181c3c529910f8bf059094bc3abb
B	raw/B/33_final_exact_head_git_status.log	34	38d190766e7ddf9b48928d5a0998521ebc1aeb717f11f6a7e77030af23b50e79
B	raw/B/34_final_exact_head_integrity.log	329	b82117b7b094916325786c26b1623e207cbca315fe44cd10b92e46a506fd6f1c
B	raw/B/35_B_sorry_import_direction_static.log	310	bcc9dd740556af7101a0e5cda195d074e8722e49a133e529a72d752cd7a7426c
B	raw/B/40_diagnostic_build_FixedRows.log	2393	aab435238bae1c9413b966b216b0a641dc5063ca6ec809d7e5fc72e669c1a61e
B	raw/B/41_compile_patch_apply_check.log	13	c1e97067c5f479a44a6f57297a0a8f87a59d181c3c529910f8bf059094bc3abb
B	raw/B/42_diagnostic_seed_build_artifacts.log	228	344c9808cbb8a2eb8dfe315434f1fe1304d5ad9287d9143c1e2673fa028c4950
B	raw/B/43_diagnostic_build_FixedRows.log	47	1b15b589a1474c862bec89f8b0c66bd80e6e1be1c56a6509807586ea8f6cba6e
B	raw/B/44_diagnostic_build_FixedRows.log	47	1b15b589a1474c862bec89f8b0c66bd80e6e1be1c56a6509807586ea8f6cba6e
B	raw/B/45_diagnostic_build_FixedRows.log	121	af39abff674b6bd4b6b2d52eea962d9ac6ae2fc8ef2325cf4e95d8bc72ce4fec
B	raw/B/46_diagnostic_build_SourceIdentities.log	481	888deff875d739edb8676a997b20e2c89345e4c560ce6c4d13d04f9eb1c699d6
B	raw/B/47_diagnostic_build_HalfDivisor.log	4689	59684ca0ef812030228267e1e7d238b76654827a5226b352b6916219d05206a0
B	raw/B/48_diagnostic_build_HalfDivisor_refined.log	649	ad4c651ce8c4851aac1a8dd324a0f861897208fccd9a5c50cc937a542d60bf3c
B	raw/B/49_diagnostic_full_lake_build.log	6284	2e65178643f556c45cfd5f5b11341e49d70ebe1bad0019fea5aa350acb147d92
B	raw/B/50_diagnostic_build_qualified_Challenge_ArithmeticRows23.log	367	cc92412940dc9b6267badacb3291e093410cf38eb509dafa947a2c5156e48a02
B	raw/B/51_diagnostic_build_qualified_Solution_ArithmeticRows23.log	367	f3d842e73582fd38c1c84e6dca01e81bd2a17effb053455689f040d1b2bd8d24
B	raw/B/52_diagnostic_build_qualified_Challenge_FixedDetectorFiveThree.log	385	b1cfa1f215e31219b6580f7d2050fdb1bef47fb84bb45797f7012f5acdc67d2e
B	raw/B/53_diagnostic_build_qualified_Solution_FixedDetectorFiveThree.log	385	6761bbc0314f36df8ffd8a87531fb9cc208c1d73c804a69111955234d3023e35
B	raw/B/54_diagnostic_lean_RiemannFormal_Arithmetic_AxiomAudit.log	3057	0e89d73cf87812c63d7ff8708cd51cb0115cba217e4c74fb21ce7b0f3ea88328
B	raw/B/55_diagnostic_axiom_prerequisites.log	330	dacfe27580fd7a665d682a798fcbbf0aa4a195b943c679b8445686b570d9ef74
B	raw/B/56_final_compile_patch_apply_check.log	289	2e5f7aec6a49a323a80f3d3051bd99f914471178e6fb20f6c1ce64322483a8db
B	raw/B/57_diagnostic_validate_B_axiom_output.log	105	8bd09df8b154434563c307bf2500b1ca56733ea7a1f58fd7ccbcfcb03621835d
B	raw/B/SHA256SUMS	4586	8c101b3f5cd0a05922946e47d4ed505a66c71571b7de685fe3722b4a4e51521e
C	raw/C/000_freeze_metadata.log	703	636d7802a1cb059e5dad6ccc083ddf61f3251da97c8844f632453b5e93c32cc1
C	raw/C/001_run_c_repair_validation.log	2908	9c5f0ad347ac1201a96223cee3b601df72409cf780942810da12355e488b44e1
C	raw/C/001_run_c_repair_validation.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/002a_lake_exe_cache_get_coordinator_interrupted.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
C	raw/C/020_static_file_inventory.log	2752	f2b5f4d85922268f3935aab3f9b1eb7345d63a58b2e408f023642b2fabacf491
C	raw/C/020_static_file_inventory.log.exit	3	df4e26a04a444901b95afef44e4a96cfae34690fff2ad2c66389c70079cdff2b
C	raw/C/021_static_placeholder_scan.log	422	3cd746e28b1690448a7bd0997b68c41c4dd52305f08b20c0399936f303f26ddd
C	raw/C/021_static_placeholder_scan.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/022_static_scripts_and_c_sources.log	39383	779a2d70eaa9c9280a84e1b750d47578f55cedced72c05c6c905d228570c76bd
C	raw/C/022_static_scripts_and_c_sources.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/023_static_order_three_evidence.log	19738	f8f9ecc7d6892758cbf625533d234ff7fd28364b7a93a783c4953f74135743e4
C	raw/C/023_static_order_three_evidence.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/024_static_axiom_module_inventory.log	10098	1227c34eda9d7db321cd92e8c3b366689e539d9925af8cbc6a38d6dca6ebc500
C	raw/C/024_static_axiom_module_inventory.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/025_dependency_checkout_verification.log	2009	1918b18c944303c593b865b1764ed4cd5f1e299d00adb19d89d5abbb6651da78
C	raw/C/025_dependency_checkout_verification.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/026_toolchain_versions.log	507	cc7c283f50720d72a406c8575b6687c667e51a51fd275baf7cba2d234976c224
C	raw/C/026_toolchain_versions.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/027_intermediate_git_status.log	208	5480ba971c73fd223a48c5567a7c495c79fa268da5d717467d2ed135c5c44048
C	raw/C/027_intermediate_git_status.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/028_static_comparator_verifier_sources.log	9460	d04d044460c8e5defae4ba239bb002e93cbc3d3c9d7ae79dbdfc3dcda91a22da
C	raw/C/028_static_comparator_verifier_sources.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/029_check_external_input_usage_static.log	78	9f26c48a5fad1840d67ed1c5c76f294d6b678e0c6f895a44f26be2c5cb691d2f
C	raw/C/029_check_external_input_usage_static.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/030_pending_script_write_inventory.log	1775	2f09b3e0c1bc2e35bc30baee898af34fc38381ce42584d197f324c7c21aaceda
C	raw/C/030_pending_script_write_inventory.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/031_static_c_qa_comparator_topics.log	6270	407682ab6ef056175c3cd0199c5a354fdc47adb1d36d7894263b3358edae62b5
C	raw/C/031_static_c_qa_comparator_topics.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/032_diff_from_bootstrap_inventory.log	2812	8aaad259ab544054c795575d31eaa97d38140ddcc3bb2247ed56b39a8c480cd3
C	raw/C/032_diff_from_bootstrap_inventory.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/033_static_external_source_lock_hash.log	365	80599d57ab00a5d72d491f24ce9b44a2163ea4c206c64013c0e46dcfa26478cc
C	raw/C/033_static_external_source_lock_hash.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/034_line_ending_source_lock_diagnosis.log	638	0d4995b6ba06ba2a1cb00d695bde13df41db947bf533f781cb56c16d872052f5
C	raw/C/034_line_ending_source_lock_diagnosis.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/035_gitattributes_inventory.log	122	c93f9265006161200aa64135dc0ec28f57f908f94fe360b19796ea1a4418eb07
C	raw/C/035_gitattributes_inventory.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/036_run_c_repair_validation_recovery.log	21690	6165de59c638d9f8fb2df58e5c13994062861945b750887feb9d0aabd4d74bbf
C	raw/C/036_run_c_repair_validation_recovery.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/038_lake_exe_cache_get_common.log	142	a70092ae1e9ca0031ea2f7d7ed4d1f315328e9d47812146ffc26b94534ebcc14
C	raw/C/038_lake_exe_cache_get_common.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/039_lake_build_common.log	18070	6a60da9efbda0e743c51252bfb9ffa96c2710e3d8e185a587a532ac97b722d6a
C	raw/C/039_lake_build_common.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/040_generate_registry.log	54	80ed1e6de0776edb48c4afe6ef3f1012ba3d7160cded288120dea2a151391b4e
C	raw/C/040_generate_registry.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/041_validate_registry.log	72	71467c43546e62c8b13a5e1a907120d0bc45a88aca70932ee625f814533a15d4
C	raw/C/041_validate_registry.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/042_verify_source_locks.log	70	3add49dd5be1d4a499fd01a573d8276fe7e0ed06d3c4a41bb9e43eadd9aee2d0
C	raw/C/042_verify_source_locks.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/043_validate_blueprint.log	44	322b4eb9eaa6095e089648da52013f9507cc649217ff5b895658ec566611b8b1
C	raw/C/043_validate_blueprint.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/044_check_no_sorry.log	16915	a673355759919b592ba1e7de76a564b1d2f8df6b9da3be0a2c6f9c7ab841ecc4
C	raw/C/044_check_no_sorry.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/045_check_axioms.log	244	e8a3180edbfb55803d1f15f9c999e713071ae95b2506c23273373a816b7bdc0c
C	raw/C/045_check_axioms.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/050_lake_build_bare_Challenge_XiPickThreeNode.log	2980	73a8192ccbfe8d6830ec94b066a63422f839a45babf5c13394e38a66a62c1776
C	raw/C/050_lake_build_bare_Challenge_XiPickThreeNode.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/051_lake_build_bare_Solution_XiPickThreeNode.log	7822	657bf06c0bac4157271f90d3102e06603ed1776062038cdbe45624fb053635a5
C	raw/C/051_lake_build_bare_Solution_XiPickThreeNode.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/052_lake_build_bare_Challenge_OperatorPositiveSchurRescue.log	459	29e648de82d1de5399f6b0bb01386623b8897769d6977cf640eb35318ff235a5
C	raw/C/052_lake_build_bare_Challenge_OperatorPositiveSchurRescue.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/053_lake_build_bare_Solution_OperatorPositiveSchurRescue.log	5229	990fb91ed852c9ad66fcf046a3fbbc332af62d0b56fb45f4617b6c21d333b09f
C	raw/C/053_lake_build_bare_Solution_OperatorPositiveSchurRescue.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/054_lake_build_bare_Challenge_XiPickOrderThreeConditional.log	7292	a7c1a4eec0f1fcb997e64abc2106740c3c430a4476299c82fd65ad96d030953b
C	raw/C/054_lake_build_bare_Challenge_XiPickOrderThreeConditional.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/055_lake_build_bare_Solution_XiPickOrderThreeConditional.log	16915	403a2c5dca812f3602184fc9293a7226aa38cfa15e4fe30dd8c1e8461b913a49
C	raw/C/055_lake_build_bare_Solution_XiPickOrderThreeConditional.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/056_verify_declaration_map.log	236	1b81fa9c5c2e49879a7460c7332d6f48ad3d338fa4322abc45af0a6419e4d51b
C	raw/C/056_verify_declaration_map.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/057_check_statement_sources.log	138	2e9be98bf510112ef0fe6f16dce0219ee541562cc483d355ead47de622cf1ea0
C	raw/C/057_check_statement_sources.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/060_lake_env_lean_comparator_PrintAxioms_XiPickThreeNode_lean.log	1526	b9c6769d0de674e3d57d1ac0c6133600a22b8d4fffc26a2b889bfe97d8d58092
C	raw/C/060_lake_env_lean_comparator_PrintAxioms_XiPickThreeNode_lean.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/061_lake_env_lean_comparator_PrintAxioms_OperatorPositiveSchurRescue_lean.log	1538	11598f6007ff13c3cef14a55a5d50298ab7b849a53beecf40da49cb1e59f071d
C	raw/C/061_lake_env_lean_comparator_PrintAxioms_OperatorPositiveSchurRescue_lean.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/062_lake_env_lean_comparator_PrintAxioms_XiPickOrderThreeConditional_lean.log	1538	c8c4cb3bfe1e914bc87ba47ee998527c7ea8927cab9a7914c17f9e7dc6f514d0
C	raw/C/062_lake_env_lean_comparator_PrintAxioms_XiPickOrderThreeConditional_lean.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/063_lake_env_lean_RiemannFormal_AxiomAudit_lean.log	203	3346f80cbc511a5dd2ea4b1069008de9efcfd93adb0911c0ec1e687d2d04158d
C	raw/C/063_lake_env_lean_RiemannFormal_AxiomAudit_lean.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/064_lake_build_root_qualified_Challenge_XiPickOrderThreeConditional.log	7292	1cdc7bfa76364fecc40238ec90eec6e41e4323aab66e2fb1a924578e9c58ab63
C	raw/C/064_lake_build_root_qualified_Challenge_XiPickOrderThreeConditional.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/065_lake_env_lean_direct_ChallengeDeps_XiPickOrderThreeConditional.log	7301	f8f829d4a97383344acebeef2c3d9faae73364ff2df9ab345cbeafb1592d51ba
C	raw/C/065_lake_env_lean_direct_ChallengeDeps_XiPickOrderThreeConditional.log.exit	3	f1b2f662800122bed0ff255693df89c4487fbdcf453d3524a42d4ec20c3d9c04
C	raw/C/066_final_static_trust_scan.log	333	8744d95f306ddc928d4a73d634810f7fd0214ceaeb5947ebc1dce739d7572419
C	raw/C/066_final_static_trust_scan.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/067_final_git_status.log	281	fad380cc6db0cc9220f9bc23a5397ddbbd1fed060b9be0b2181391055610772d
C	raw/C/067_final_git_status.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/068_bootstrap_ancestry.log	148	e86568f2eff294410dac82cb5cc2c3d75655cbe318e3f0208aadd14357261c6f
C	raw/C/068_bootstrap_ancestry.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/069_static_declaration_presence.log	2303	8468531bbc45f7e7701b58c8ce76f81ff63188f7bc169feba66ec8c477271409
C	raw/C/069_static_declaration_presence.log.exit	3	13bf7b3039c63bf5a50491fa3cfd8eb4e699d1ba1436315aef9cbe5711530354
C	raw/C/SHA256SUMS	9960	6da4f33308a92723bfaeaf3ebd86ff6d5d916fa99038116e251eac858dd226ad
