reviewer	sequence	scope	working_directory	command	exit_code	classification	log	first_result
A	18	exact-head-or-diagnostic	formal	lake build Solution.MellinAPI	1	COMPARATOR_FAILURE	raw/A/20_lake_build_Solution_MellinAPI.log	Prerequisite local ChallengeDeps.MellinAPI uses unknown identifier ℂ
A	19	exact-head-or-diagnostic	formal	bash RiemannFormal/Analysis/replay/run_validation.sh	1	LEAN_COMPILE_FAILURE	raw/A/21_run_validation.log	Embedded healthy-cache default build reproduces ChallengeDeps.MellinAPI and MathlibBridge source failures; script stops before later checks
A	20	exact-head-or-diagnostic	formal	lake env lean RiemannFormal/Analysis/AxiomAudit.lean	1	AXIOM_AUDIT_FAILURE	raw/A/22_lean_Analysis_AxiomAudit.log	RiemannFormal.Analysis.MellinAPI.olean does not exist
A	21	exact-head-or-diagnostic	formal	lake env lean comparator/PrintAxioms/MellinAPI.lean	1	AXIOM_AUDIT_FAILURE	raw/A/23_lean_PrintAxioms_MellinAPI.log	Unknown module prefix Solution because comparator prerequisite did not build
A	22	exact-head-or-diagnostic	formal	lake env lean comparator/PrintAxioms/RH.lean	1	AXIOM_AUDIT_FAILURE	raw/A/24_lean_PrintAxioms_RH.log	Unknown module prefix Solution because comparator prerequisite did not build
A	23	exact-head-or-diagnostic	formal	lake build @/+Challenge.MellinAPI	1	COMPARATOR_FAILURE	raw/A/25_lake_build_root_Challenge_MellinAPI.log	Root-qualified target still reaches failing ChallengeDeps.MellinAPI; local source uses unknown identifier ℂ
A	24	exact-head-or-diagnostic	formal	lake build @/+ChallengeDeps.MellinAPI	1	COMPARATOR_FAILURE	raw/A/26_lake_build_root_ChallengeDeps_MellinAPI.log	Root-qualified direct module isolates unknown identifier ℂ in local comparator contract
A	25	exact-head-or-diagnostic	formal	lake build @/+Solution.MellinAPI	1	COMPARATOR_FAILURE	raw/A/27_lake_build_root_Solution_MellinAPI.log	Root-qualified solution is blocked by failing ChallengeDeps.MellinAPI
A	26	exact-head-or-diagnostic	repo root	git apply --check audit-local-20260825/patches/A_MECHANICAL_FIXES.patch	0	PASS	-	Advisory mechanical patch applies cleanly; it was not applied to source
A	27	exact-head-or-diagnostic	repo root	git status --short --branch; git status --porcelain=v1 --untracked-files=all	0	PASS	raw/A/99_freeze_final.log	Final detached source worktree is clean
B	001	exact-head	riemann-formal-b	git status --porcelain=v1 --branch	0	PASS	raw/B/00_initial_git_status.log	Detached clean status
B	002	exact-head	riemann-formal-b	git rev-parse HEAD	0	PASS	raw/B/01_freeze_metadata.log	072b4dbd0e4e407728a59110eb4f7214e23f8f8d
B	003	exact-head	riemann-formal-b	git rev-parse HEAD^{tree}	0	PASS	raw/B/01_freeze_metadata.log	1c32466dd7928a24e0115268a6a330216f26ed3b
B	004	exact-head	riemann-formal-b	git rev-parse HEAD^	0	PASS	raw/B/01_freeze_metadata.log	9bb802ebd97a00e01ef14789417f4c2a53031af3
B	005	exact-head	riemann-formal-b	git rev-parse refs/remotes/origin/formal/020-arithmetic-mellin	0	PASS	raw/B/01_freeze_metadata.log	Matches HEAD
B	006	exact-head	riemann-formal-b	git rev-parse HEAD:formal/lean-toolchain	0	PASS	raw/B/01_freeze_metadata.log	Blob c084c7fbe586b0276863b66f16d2955a43bc3fc6
B	007	exact-head	riemann-formal-b	git rev-parse HEAD:formal/lake-manifest.json	0	PASS	raw/B/01_freeze_metadata.log	Blob f9c02d809750cf37e2ae9e19ac635f017e9efe82
B	008	exact-head	riemann-formal-b	git diff --quiet -- formal/lean-toolchain formal/lake-manifest.json	0	PASS	raw/B/01_freeze_metadata.log	Committed locks unmodified
B	009	exact-head	riemann-formal-b	Get-Content -Raw formal/lean-toolchain	0	PASS	raw/B/01_freeze_metadata.log	leanprover/lean4:v4.33.0-rc2
B	010	exact-head	riemann-formal-b	Get-FileHash formal/lean-toolchain -Algorithm SHA256	0	PASS	raw/B/01_freeze_metadata.log	Working-tree bytes 4bad8e3fbd71a33fa5e8505ad7af799e42a24796d171b3fb5b58e41d12408128
B	011	exact-head	riemann-formal-b	Get-FileHash formal/lake-manifest.json -Algorithm SHA256	0	PASS	raw/B/01_freeze_metadata.log	Working-tree bytes 7290452db11edeab155ffabe5a2b5d6b4cf07ea741449a5934af421dbd53f9b1
B	012	exact-head	riemann-formal-b	bash -lc "git cat-file blob 'HEAD:formal/lean-toolchain' | sha256sum"	0	PASS	raw/B/05_committed_blob_sha256.log	Committed bytes 0d3c76ccd8772d8bcbe207241421a760312b71a6aa82f84194391fdf5cb026d6
B	013	exact-head	riemann-formal-b	bash -lc "git cat-file blob 'HEAD:formal/lake-manifest.json' | sha256sum"	0	PASS	raw/B/05_committed_blob_sha256.log	Committed bytes 6be307e0de2294f99ce68e80903cd4cc88e77b6797c853c67be5cd9f6a1db453
B	014	exact-head	riemann-formal-b	git merge-base --is-ancestor 573eb6aa42c3d9469462c91c6b3ddfb8ab36d77f HEAD	0	PASS	raw/B/04_bootstrap_ancestry.log	Expected bootstrap is exact merge base
B	020	exact-head	riemann-formal-b/formal	elan --version	0	PASS	raw/B/02_tool_versions.log	elan 4.2.1
B	021	exact-head	riemann-formal-b/formal	lean --version	0	PASS	raw/B/02_tool_versions.log	Lean 4.33.0-rc2 commit d8b1897
B	022	exact-head	riemann-formal-b/formal	lake --version	0	PASS	raw/B/02_tool_versions.log	Lake 5.0.0-src+d8b1897
B	023	exact-head	riemann-formal-b/formal	python3 --version	0	PASS	raw/B/02_tool_versions.log	Python 3.12.10
B	024	exact-head	riemann-formal-b/formal	bash --version	0	PASS	raw/B/02_tool_versions.log	GNU bash 5.2.15
B	030	exact-head	riemann-formal-b/formal	git -C .lake/packages/plausible rev-parse HEAD	0	PASS	raw/B/03_dependency_checkout_heads.log	Matches manifest 123d15766ba49356c02ebad2a4462dfe12d79899
B	031	exact-head	riemann-formal-b/formal	git -C .lake/packages/LeanSearchClient rev-parse HEAD	0	PASS	raw/B/03_dependency_checkout_heads.log	Matches manifest f5c090429dff3cf66cb65562526c9ea6e8edfbcb
B	032	exact-head	riemann-formal-b/formal	git -C .lake/packages/importGraph rev-parse HEAD	0	PASS	raw/B/03_dependency_checkout_heads.log	Matches manifest bb3469a87774349fe01898d8bf2fc6a1ce6411ca
B	033	exact-head	riemann-formal-b/formal	git -C .lake/packages/proofwidgets rev-parse HEAD	0	PASS	raw/B/03_dependency_checkout_heads.log	Matches manifest 222c58dad7706a6e7cae46c0edd65ea881d3ee27
B	034	exact-head	riemann-formal-b/formal	git -C .lake/packages/aesop rev-parse HEAD	0	PASS	raw/B/03_dependency_checkout_heads.log	Matches manifest 7db8190085343afde2f5d2cdcc9bac719b6ec02c
B	035	exact-head	riemann-formal-b/formal	git -C .lake/packages/Qq rev-parse HEAD	0	PASS	raw/B/03_dependency_checkout_heads.log	Matches manifest ef42f8944eaf5b6cbfbe75d1917d824c7dd6cf33
B	036	exact-head	riemann-formal-b/formal	git -C .lake/packages/batteries rev-parse HEAD	0	PASS	raw/B/03_dependency_checkout_heads.log	Matches manifest 76e1c118b0700b4ceafe99532e887d6431625e1a
B	037	exact-head	riemann-formal-b/formal	git -C .lake/packages/Cli rev-parse HEAD	0	PASS	raw/B/03_dependency_checkout_heads.log	Matches manifest 1319485273bf87833fa472afbcefdedecb16b45f
B	038	exact-head	riemann-formal-b/formal	git -C .lake/packages/mathlib rev-parse HEAD	0	PASS	raw/B/03_dependency_checkout_heads.log	Matches manifest 51e6992efd06126df61a496bebf8f49482a4e129
B	039	exact-head	riemann-formal-b/formal	git -C .lake/packages/Zeta23 rev-parse HEAD	0	PASS	raw/B/03_dependency_checkout_heads.log	Matches manifest cec57f919ccf34e5fa5372b4ba332f7c848bbb6e
B	100	exact-head	riemann-formal-b/formal	lake exe cache get	0	PASS	raw/B/10_lake_exe_cache_get.log	Locked cache retrieval completed successfully
B	101	exact-head	riemann-formal-b/formal	lake build	1	LEAN_COMPILE_FAILURE	raw/B/11_lake_build.log	First causal error FixedRows.lean:24:23 unsolved algebraic goal; SourceIdentities and HalfDivisor also have independent errors
B	102	exact-head	riemann-formal-b/formal	python3 scripts/generate_registry.py	0	PASS	raw/B/12_generate_registry.log	claims=139 delta_rows=15
B	103	exact-head	riemann-formal-b/formal	python3 scripts/validate_registry.py	0	PASS	raw/B/13_validate_registry.log	claims=139 stated=1 proved=3 conditional=0
B	104	exact-head	riemann-formal-b/formal	python3 scripts/verify_source_locks.py	0	PASS	raw/B/14_verify_source_locks.log	mathlib=51e6992e zeta23=cec57f91
B	105	exact-head	riemann-formal-b/formal	python3 scripts/validate_blueprint.py	0	PASS	raw/B/15_validate_blueprint.log	fragments=3
B	106	exact-head	riemann-formal-b/formal	bash scripts/check_no_sorry.sh	0	PASS	raw/B/16_check_no_sorry.log	PASS_FORMAL_NO_SORRY_OR_CUSTOM_AXIOM
B	107	exact-head	riemann-formal-b/formal	bash scripts/check_axioms.sh	1	AXIOM_AUDIT_FAILURE	raw/B/17_check_axioms.log	Cascades from missing RiemannFormal.olean after failed trusted build
B	200	exact-head	riemann-formal-b/formal	lake build Challenge.ArithmeticRows23	1	COMPARATOR_FAILURE	raw/B/20_build_Challenge_ArithmeticRows23.log	Bare target collides with locked Zeta23 ChallengeDeps library and attempts absent dependency file
B	201	exact-head	riemann-formal-b/formal	lake build Solution.ArithmeticRows23	1	COMPARATOR_FAILURE	raw/B/21_build_Solution_ArithmeticRows23.log	Bare target collision plus FixedRows compile failure
B	202	exact-head	riemann-formal-b/formal	lake build Challenge.FixedDetectorFiveThree	1	COMPARATOR_FAILURE	raw/B/22_build_Challenge_FixedDetectorFiveThree.log	Bare target collides with locked Zeta23 ChallengeDeps library and attempts absent dependency file
B	203	exact-head	riemann-formal-b/formal	lake build Solution.FixedDetectorFiveThree	1	COMPARATOR_FAILURE	raw/B/23_build_Solution_FixedDetectorFiveThree.log	Bare target collision plus FixedRows compile failure
B	204	exact-head	riemann-formal-b/formal	lake env lean RiemannFormal/Arithmetic/AxiomAudit.lean	1	AXIOM_AUDIT_FAILURE	raw/B/24_lean_RiemannFormal_Arithmetic_AxiomAudit.log	Missing FixedRows.olean after trusted compile failure
B	205	exact-head	riemann-formal-b/formal	lake env lean comparator/PrintAxioms/ArithmeticFixedRows.lean	1	AXIOM_AUDIT_FAILURE	raw/B/25_lean_comparator_PrintAxioms_ArithmeticFixedRows.log	Unknown Solution prefix because comparator solutions did not build
B	300	static-exact-source	riemann-formal-b/formal	verify every nonempty B.tsv declaration and trusted import closure	0	PASS	raw/B/30_static_B_declarations_and_closure.log	11 declarations present; zero RH code tokens across all 17 B-owned Lean files; zero Solution modules in trusted closure
B	301	static-exact-source	riemann-formal-b/formal	inspect duplicate comparator library roots and topic files	0	PASS	raw/B/31_comparator_library_collision.log	Confirms local/Zeta23 root collision causing bare-target failures
B	302	advisory-patch	riemann-formal-b	git apply --check audit-local-20260825/patches/B_check_axioms.patch	0	PASS	raw/B/32_check_axioms_patch_apply_check.log	Coverage patch applies cleanly without changing B
B	303	exact-head	riemann-formal-b	git status --porcelain=v1 --branch	0	PASS	raw/B/33_final_exact_head_git_status.log	Detached clean status after full exact-head suite
B	304	exact-head	riemann-formal-b	verify final HEAD tree and lock hashes	0	PASS	raw/B/34_final_exact_head_integrity.log	All frozen identifiers unchanged
B	305	static-exact-source	riemann-formal-b/formal	count actual comparator placeholders and verify B Solution import direction	0	PASS	raw/B/35_B_sorry_import_direction_static.log	Two B Challenge placeholders; none in trusted/Solution scopes; no Solution import of Challenge
B	400	disposable-diagnostic	riemann-formal-b-diagnostic/formal	lake build RiemannFormal.Arithmetic.FixedRows	1	TOOLCHAIN_FAILURE	raw/B/40_diagnostic_build_FixedRows.log	Diagnostic junction run hit Windows Invalid argument reading a cached private artifact under low-memory concurrent load; not an exact-head source verdict
B	401	advisory-patch	riemann-formal-b	git apply --check audit-local-20260825/patches/B_compile_fixes.patch	0	PASS	raw/B/41_compile_patch_apply_check.log	Initial statement-preserving draft applied cleanly; later refined and rechecked
B	402	disposable-diagnostic	riemann root	Copy exact-head local build artifacts into isolated diagnostic build directory	0	PASS	raw/B/42_diagnostic_seed_build_artifacts.log	147 artifacts copied; dependency package junction remained read-only/shared
B	403	disposable-diagnostic	riemann-formal-b-diagnostic/formal	lake build -j 1 RiemannFormal.Arithmetic.FixedRows	1	TOOLCHAIN_FAILURE	raw/B/43_diagnostic_build_FixedRows.log	Lake 5 rejects unknown short option -j
B	404	disposable-diagnostic	riemann-formal-b-diagnostic/formal	lake -j 1 build RiemannFormal.Arithmetic.FixedRows	1	TOOLCHAIN_FAILURE	raw/B/44_diagnostic_build_FixedRows.log	Lake 5 rejects unknown short option -j
B	405	disposable-diagnostic	riemann-formal-b-diagnostic/formal	lake build RiemannFormal.Arithmetic.FixedRows	0	PASS	raw/B/45_diagnostic_build_FixedRows.log	Patched trusted module builds
B	406	disposable-diagnostic	riemann-formal-b-diagnostic/formal	lake build RiemannFormal.Arithmetic.SourceIdentities	0	PASS	raw/B/46_diagnostic_build_SourceIdentities.log	Patched trusted module builds with existing linter warnings
B	407	disposable-diagnostic	riemann-formal-b-diagnostic/formal	lake build RiemannFormal.Arithmetic.HalfDivisor	1	LEAN_COMPILE_FAILURE	raw/B/47_diagnostic_build_HalfDivisor.log	First draft left cast normalization and eta coercion elaboration errors
B	408	disposable-diagnostic	riemann-formal-b-diagnostic/formal	lake build RiemannFormal.Arithmetic.HalfDivisor	0	PASS	raw/B/48_diagnostic_build_HalfDivisor_refined.log	Focused statement-preserving refinement builds with linter warnings only
B	409	disposable-diagnostic	riemann-formal-b-diagnostic/formal	lake build	0	PASS	raw/B/49_diagnostic_full_lake_build.log	Refined trusted library builds completely; B AxiomAudit compiles
B	410	disposable-diagnostic	riemann-formal-b-diagnostic/formal	lake build @/+Challenge.ArithmeticRows23	1	COMPARATOR_FAILURE	raw/B/50_diagnostic_build_qualified_Challenge_ArithmeticRows23.log	Top-level qualification does not disambiguate imported ChallengeDeps topic from Zeta23
B	411	disposable-diagnostic	riemann-formal-b-diagnostic/formal	lake build @/+Solution.ArithmeticRows23	1	COMPARATOR_FAILURE	raw/B/51_diagnostic_build_qualified_Solution_ArithmeticRows23.log	Imported ChallengeDeps collision persists
B	412	disposable-diagnostic	riemann-formal-b-diagnostic/formal	lake build @/+Challenge.FixedDetectorFiveThree	1	COMPARATOR_FAILURE	raw/B/52_diagnostic_build_qualified_Challenge_FixedDetectorFiveThree.log	Imported ChallengeDeps collision persists
B	413	disposable-diagnostic	riemann-formal-b-diagnostic/formal	lake build @/+Solution.FixedDetectorFiveThree	1	COMPARATOR_FAILURE	raw/B/53_diagnostic_build_qualified_Solution_FixedDetectorFiveThree.log	Imported ChallengeDeps collision persists
B	414	disposable-diagnostic	riemann-formal-b-diagnostic/formal	lake env lean RiemannFormal/Arithmetic/AxiomAudit.lean	0	PASS	raw/B/54_diagnostic_lean_RiemannFormal_Arithmetic_AxiomAudit.log	All 26 B print declarations emitted output
B	415	disposable-diagnostic	riemann-formal-b-diagnostic/formal	check Solution object prerequisites for comparator print module and patched authoritative runner	1	AXIOM_AUDIT_FAILURE	raw/B/55_diagnostic_axiom_prerequisites.log	Three required Solution oleans absent after comparator collision; commands not run
B	416	advisory-patch	riemann-formal-b	git apply --check audit-local-20260825/patches/B_compile_fixes.patch	0	PASS	raw/B/56_final_compile_patch_apply_check.log	Final refined three-file trusted-source patch applies cleanly
B	417	disposable-diagnostic	audit-local-20260825	validate multiline B axiom output against allowed axioms	0	PASS	raw/B/57_diagnostic_validate_B_axiom_output.log	26 declarations; only propext Classical.choice Quot.sound; no sorryAx
C	001	exact-head	riemann-formal-c	git status --porcelain=v1 --untracked-files=all	0	PASS	raw/C/000_freeze_metadata.log	Detached worktree initially clean
C	002	exact-head	riemann-formal-c	git rev-parse HEAD	0	PASS	raw/C/000_freeze_metadata.log	b20ee9b3678e5d8fa32b04b156bc02cec782a97b
C	003	exact-head	riemann-formal-c	git rev-parse HEAD^{tree}	0	PASS	raw/C/000_freeze_metadata.log	ed817c346294758ae1db773edba78d4527bace54
C	004	exact-head	riemann-formal-c	git rev-parse HEAD^	0	PASS	raw/C/000_freeze_metadata.log	4863c31dd497ffe69ea400fe29275decf4cb5d29
C	005	exact-head	riemann-formal-c	git rev-parse refs/remotes/origin/formal/030-xi-operator-qa	0	PASS	raw/C/000_freeze_metadata.log	Remote source branch exactly matches HEAD
C	006	exact-head	riemann-formal-c	git show HEAD:formal/lean-toolchain	0	PASS	raw/C/000_freeze_metadata.log	leanprover/lean4:v4.33.0-rc2
C	007	exact-head	riemann-formal-c	git rev-parse HEAD:formal/lean-toolchain	0	PASS	raw/C/000_freeze_metadata.log	Blob c084c7fbe586b0276863b66f16d2955a43bc3fc6
C	008	exact-head	riemann-formal-c	git rev-parse HEAD:formal/lake-manifest.json	0	PASS	raw/C/000_freeze_metadata.log	Blob f9c02d809750cf37e2ae9e19ac635f017e9efe82
C	009	exact-head	riemann-formal-c	bash -lc "git show HEAD:formal/lean-toolchain | sha256sum"	0	PASS	raw/C/000_freeze_metadata.log	Committed bytes SHA-256 0d3c76ccd8772d8bcbe207241421a760312b71a6aa82f84194391fdf5cb026d6
C	010	exact-head	riemann-formal-c	bash -lc "git show HEAD:formal/lake-manifest.json | sha256sum"	0	PASS	raw/C/000_freeze_metadata.log	Committed bytes SHA-256 6be307e0de2294f99ce68e80903cd4cc88e77b6797c853c67be5cd9f6a1db453
C	011	exact-head	riemann-formal-c	git merge-base --is-ancestor 573eb6aa42c3d9469462c91c6b3ddfb8ab36d77f HEAD	0	PASS	raw/C/068_bootstrap_ancestry.log	Expected bootstrap is exact merge base
C	012	toolchain	riemann-formal-c/formal	elan --version	0	PASS	raw/C/026_toolchain_versions.log	elan 4.2.1
C	013	toolchain	riemann-formal-c/formal	lean --version	0	PASS	raw/C/026_toolchain_versions.log	Lean 4.33.0-rc2 commit d8b18978322de05a8f3dba51ef03cf5461676c17
C	014	toolchain	riemann-formal-c/formal	lake --version	0	PASS	raw/C/026_toolchain_versions.log	Lake 5.0.0-src+d8b1897
C	020	dependency	riemann-formal-c/formal	for each lake-manifest package: git -C .lake/packages/<name> rev-parse HEAD	0	PASS	raw/C/025_dependency_checkout_verification.log	All 10 package heads exactly match committed manifest; all tracked package statuses clean
C	030	C-retained-suite-initial	riemann-formal-c/formal	bash scripts/run_c_repair_validation.sh	1	DEPENDENCY_FAILURE	raw/C/001_run_c_repair_validation.log	First formal command failed in cache get on Windows sharing error 32 renaming global .ltar.part
C	032	C-retained-suite-recovery	riemann-formal-c/formal	bash scripts/run_c_repair_validation.sh	1	DEPENDENCY_FAILURE	raw/C/036_run_c_repair_validation_recovery.log	Cache completed; first build cause was transient unreadable Mathlib artifacts, followed by persistent package collision and local source failures
C	033	common	riemann-formal-c/formal	lake exe cache get	0	PASS	raw/C/038_lake_exe_cache_get_common.log	Serialized no-op: no files to download; all 8681 files already decompressed
C	034	common	riemann-formal-c/formal	lake build	1	LEAN_COMPILE_FAILURE	raw/C/039_lake_build_common.log	Persistent duplicate-library resolution to missing Zeta23 comparator path plus independent local compile errors in ChallengeDeps.XiPickOrderThreeConditional, ReciprocalConcavity, and FiniteMatrix
C	035	common	riemann-formal-c/formal	python3 scripts/generate_registry.py	0	PASS	raw/C/040_generate_registry.log	Generated 139 claims and 12 delta rows; Git tree remained clean
C	036	common	riemann-formal-c/formal	python3 scripts/validate_registry.py	0	PASS	raw/C/041_validate_registry.log	Registry validation passed
C	037	common	riemann-formal-c/formal	python3 scripts/verify_source_locks.py	0	PASS	raw/C/042_verify_source_locks.log	Generic committed source locks passed for 139 claims
C	038	common	riemann-formal-c/formal	python3 scripts/validate_blueprint.py	0	PASS	raw/C/043_validate_blueprint.log	Blueprint scaffold passed with 3 fragments
C	039	common	riemann-formal-c/formal	bash scripts/check_no_sorry.sh	1	LEAN_COMPILE_FAILURE	raw/C/044_check_no_sorry.log	Static trust scans passed; embedded comparator build failed on package collision and local Lean errors, so this is not a no-sorry violation
C	040	common	riemann-formal-c/formal	bash scripts/check_axioms.sh	1	AXIOM_AUDIT_FAILURE	raw/C/045_check_axioms.log	Generated 17-declaration audit but RiemannFormal.olean does not exist after failed build
C	050	C-comparator	riemann-formal-c/formal	lake build Challenge.XiPickThreeNode	1	COMPARATOR_FAILURE	raw/C/050_lake_build_bare_Challenge_XiPickThreeNode.log	Missing Zeta23 comparator path and local ChallengeDeps definitions depend on noncomputable real division
C	051	C-comparator	riemann-formal-c/formal	lake build Solution.XiPickThreeNode	1	COMPARATOR_FAILURE	raw/C/051_lake_build_bare_Solution_XiPickThreeNode.log	Same package collision and local source failure; FiniteMatrix also fails
C	052	C-comparator	riemann-formal-c/formal	lake build Challenge.OperatorPositiveSchurRescue	1	COMPARATOR_FAILURE	raw/C/052_lake_build_bare_Challenge_OperatorPositiveSchurRescue.log	Lake resolves duplicate ChallengeDeps target into missing Zeta23 comparator path
C	053	C-comparator	riemann-formal-c/formal	lake build Solution.OperatorPositiveSchurRescue	1	COMPARATOR_FAILURE	raw/C/053_lake_build_bare_Solution_OperatorPositiveSchurRescue.log	Package collision plus unsolved FiniteMatrix algebra proofs
C	054	C-comparator	riemann-formal-c/formal	lake build Challenge.XiPickOrderThreeConditional	1	COMPARATOR_FAILURE	raw/C/054_lake_build_bare_Challenge_XiPickOrderThreeConditional.log	Package collision plus local noncomputable and BigOperators/parser errors
C	055	C-comparator	riemann-formal-c/formal	lake build Solution.XiPickOrderThreeConditional	1	COMPARATOR_FAILURE	raw/C/055_lake_build_bare_Solution_XiPickOrderThreeConditional.log	Package collision plus unsafe Real Repr, noncomputable definitions, and unsolved proof goals
C	056	C-declarations	riemann-formal-c/formal	python3 scripts/verify_declaration_map.py	1	LEAN_COMPILE_FAILURE	raw/C/056_verify_declaration_map.log	Static map checks reached Lean environment audit, which cannot import missing RiemannFormal.olean
C	057	C-source-lock	riemann-formal-c/formal	python3 scripts/check_statement_sources.py	1	SOURCE_LOCK_FAILURE	raw/C/057_check_statement_sources.log	CRLF worktree bytes hash 17de622f... rather than locked normalized LF hash 2eb547a3...
C	060	C-axioms	riemann-formal-c/formal	lake env lean comparator/PrintAxioms/XiPickThreeNode.lean	1	AXIOM_AUDIT_FAILURE	raw/C/060_lake_env_lean_comparator_PrintAxioms_XiPickThreeNode_lean.log	Solution module prefix unavailable because comparator build produced no object
C	061	C-axioms	riemann-formal-c/formal	lake env lean comparator/PrintAxioms/OperatorPositiveSchurRescue.lean	1	AXIOM_AUDIT_FAILURE	raw/C/061_lake_env_lean_comparator_PrintAxioms_OperatorPositiveSchurRescue_lean.log	Solution module prefix unavailable because comparator build produced no object
C	062	C-axioms	riemann-formal-c/formal	lake env lean comparator/PrintAxioms/XiPickOrderThreeConditional.lean	1	AXIOM_AUDIT_FAILURE	raw/C/062_lake_env_lean_comparator_PrintAxioms_XiPickOrderThreeConditional_lean.log	Solution module prefix unavailable because comparator build produced no object
C	063	C-axioms	riemann-formal-c/formal	lake env lean RiemannFormal/AxiomAudit.lean	1	AXIOM_AUDIT_FAILURE	raw/C/063_lake_env_lean_RiemannFormal_AxiomAudit_lean.log	Trusted aggregate object RiemannFormal.olean does not exist
C	064	diagnostic	riemann-formal-c/formal	lake build @/+Challenge.XiPickOrderThreeConditional	1	COMPARATOR_FAILURE	raw/C/064_lake_build_root_qualified_Challenge_XiPickOrderThreeConditional.log	Root-qualified target still inherits duplicate ChallengeDeps resolution and independently exposes local source errors
C	065	diagnostic	riemann-formal-c/formal	lake env lean comparator/ChallengeDeps/XiPickOrderThreeConditional.lean	1	LEAN_COMPILE_FAILURE	raw/C/065_lake_env_lean_direct_ChallengeDeps_XiPickOrderThreeConditional.log	Direct local check first fails at line 131 on noncomputable real division; BigOperators parser errors follow
C	070	static	riemann-formal-c/formal	python3 scripts/check_external_input_usage.py	0	PASS	raw/C/029_check_external_input_usage_static.log	Headline dependency closure uses all required concrete C fields
C	071	static	riemann-formal-c/formal	trusted token and C-owned Challenge placeholder scan	0	PASS	raw/C/066_final_static_trust_scan.log	Exactly 3 C-owned Challenge placeholders; zero sorry/admit, axiom/opaque/unsafe declarations, or unresolved suggestions in trusted trees
C	072	static	riemann-formal-c/formal	inspect order-three ChallengeStatement and repeated-node branches	0	PASS	raw/C/023_static_order_three_evidence.log	Explicit repeated 12, 13, and 23 cases; conclusion is PSD through three only
C	073	static	riemann-formal-c/formal	textual presence scan for C.tsv and C_API.tsv declarations	0	PASS	raw/C/069_static_declaration_presence.log	All 18 registry/API rows have source text, but Lean environment verification remains failed
