source_id	repository	pr	commit_sha	path	git_blob	reading_scope
CORE	GettysburgResearch/riemann	760	e3747c946379735d27658c010976cfff051843e9	research/l-families/atlas/function_field/FFPS_PRIMITIVE_CORE_WAVELET_CLOSURE.md	af735a493a5c74b7158c314079dbf4b72ee11b46	Previous-pass connector text; mathematical reconstruction in this pass
RR	GettysburgResearch/riemann	767	cdad9e88097db4925c3bbbf731f7d1ae1a9e6c57	claims/lemmas/L-107100-exact-multiplicity-sensitive-reverse-rolle.md	1117fe08c334540d54e57c62af32ec7634ee0d48	Previous-pass connector text; mathematical reconstruction in this pass
CURVATURE	GettysburgResearch/riemann	767	cdad9e88097db4925c3bbbf731f7d1ae1a9e6c57	claims/lemmas/L-107101-laguerre-curvature-nonreal-zero-pair-budget.md	d41fac91f11c6af4dd48c3fe8acbd630d422c9ca	Previous-pass connector text; mathematical reconstruction in this pass
CONCENTRATION	GettysburgResearch/riemann	767	cdad9e88097db4925c3bbbf731f7d1ae1a9e6c57	claims/lemmas/L-107102-spectral-concentration-forces-laguerre-positivity-and-real-zero-localization.md	8e83995d592b6e5666a90f7fbf10a427e4361dfb	Previous-pass connector text; mathematical reconstruction in this pass
MINORITY	GettysburgResearch/riemann	777	399410ba3b38e135ad6961a850bdaa02fa9cbba2	claims/lemmas/L-108301-minority-phase-variation-transition-bound.md	dd98f1121ec03460dd34ec072868688a0addd9c6	Previous-pass connector text; mathematical reconstruction in this pass
TAKENAKA	GettysburgResearch/riemann	777	399410ba3b38e135ad6961a850bdaa02fa9cbba2	claims/refutations/R-108350-shrinking-band-trace-does-not-control-companion-winding.md	0aeae02f84d4166ac371064579e6168390f2b7e7	Previous-pass connector text; mathematical reconstruction in this pass
DICHOTOMY	GettysburgResearch/riemann	786	fc550cb0531e7abbc438a9b6eefa5ca11f90abc7	standalone/2026-09-01-fixed-detector-dichotomy/PROOF.md	36fe5753442672904f1d6cb9ea1b1c5349c4005a	Previous-pass connector text; mathematical reconstruction in this pass
PLACEMENT	GettysburgResearch/riemann	786	fc550cb0531e7abbc438a9b6eefa5ca11f90abc7	standalone/2026-09-02-primcar-chain-placement/PROOF.md	eaab37c8dbadc72bec14a959416405f25499105b	Previous-pass connector text; mathematical reconstruction in this pass
NINETY	GettysburgResearch/riemann	786	fc550cb0531e7abbc438a9b6eefa5ca11f90abc7	standalone/2026-09-02-ninety-percent-descent/PROOF.md	f79f8b2849b4b357665c9a91010c4d2051597c70	Previous-pass connector text; mathematical reconstruction in this pass
WPINCH	GettysburgResearch/riemann	742	5088669fbd46ad76186df66e43b6715c9c732b81	claims/theorems/T-105070-the-w-pinch-assault-gate-refutation-modulo-two-interfaces.md	2c19ea5bfda9874ce210900cdd0ccdf2474a470c	Previous-pass connector text; mathematical reconstruction in this pass
CONREY	GettysburgResearch/riemann	742	5088669fbd46ad76186df66e43b6715c9c732b81	claims/lemmas/L-105075-quantitative-converse-rolle-explicit-sum-and-the-irreducibility-theorems.md	747a1156b6c5ef8ea9a5bc1d57cefbfd02dcf886	Previous-pass connector text; mathematical reconstruction in this pass
INNER	GettysburgResearch/riemann	765	359849086f0a62cc1cabd99b5029cdc4a44917d1	research/exploratory/XI_RAW_INNERNESS_RH_EQUIVALENCE_FIREWALL.md	f6da10b76013c428ce3ed54e02f0e5195cd55c0d	Previous-pass connector text; mathematical reconstruction in this pass
E_CLOSURE	GettysburgResearch/riemann	784	d6d326b21d9526d9c91b18017bf550003f8f4f9b	research/exploratory/XI_SOURCE_HERMITE_STIELTJES_CLOSURE.md	7edc9bc0dd41565a50a82e4b0331b14f72755525	Previous-pass connector text; mathematical reconstruction in this pass
E_LOEWNER	GettysburgResearch/riemann	784	d6d326b21d9526d9c91b18017bf550003f8f4f9b	research/exploratory/XI_ARCHITECTURE_E_LOEWNER_AND_TP_FIREWALL.md	934ed630b7cb5c3ff429d88dfdc0064474888738	Previous-pass connector text; mathematical reconstruction in this pass
SPECTRAL	GettysburgResearch/riemann	785	9a965c26fd3e0310736829689db1734bcb5c3ec4	standalone/2026-09-01-architecture-e-widder-dossier/15_SPECTRAL_WEIGHTED_VARIATION_AND_BISPECTRAL_GATE.md	9678decbbc064016bc8569e4f7ba286358d29f60	Previous-pass connector text; mathematical reconstruction in this pass
DIVISOR	GettysburgResearch/riemann	790	6b309554bf1e2f83a83325cd54038f5a0b9b0014	standalone/2026-09-05-astra-theta-count-closure/divisor-cusp-pass10/PROOF.md	2e7d67973881dc440868abd3e46bb65f379b2b31	Previous-pass connector text; mathematical reconstruction in this pass
FW	GettysburgResearch/riemann	792	465cb28ed8cbfa1bb071d9a85eeda9890decfe6b	standalone/2026-09-05-bernstein-chebyshev-growth/finite-window-coercivity/PROOF.md	35d8d38a77bee896b0b2e729b095ccdef5d7a50f	Previous-pass connector text; mathematical reconstruction in this pass
ES	GettysburgResearch/riemann	792	465cb28ed8cbfa1bb071d9a85eeda9890decfe6b	standalone/2026-09-05-bernstein-chebyshev-growth/energy-schur-reduction/PROOF.md	0d12ff6039dcc79f6576538edeebd2a0c5b539c0	Previous-pass connector text; mathematical reconstruction in this pass
PG186_README	openai/PrimeGaps186	787	61340d0b74163003b32756bb16e91d9209a5e330	README.md	c1819f1b0d7ad287f5bb829a92d767e4ae94578d	Previous-pass connector text; mathematical reconstruction in this pass
PG186_CHALLENGE	openai/PrimeGaps186	787	61340d0b74163003b32756bb16e91d9209a5e330	Challenge.lean	2331eeeb808008cee37bac7aa0fb17e36f1f3c17	Definitions and initial input declarations inspected; not a complete proof-module audit
LONG_README	openai/LongGapsBetweenPrimes	787	03a1190d0bc5502d9f54eeb60ad3e45e22b0df0b	README.md	782c7a795e16137f4b9afd305bc457d173778d08	Previous-pass connector text; mathematical reconstruction in this pass
LONG_LEAN	openai/LongGapsBetweenPrimes	787	8f5fa88c88b4750028c05b66b081d56a92418054	LongGapsBetweenPrimes.lean	14467e08a1848a43c374b43001f172eab2a71d3c	Statement/initial divisor and local covariance section inspected; complete long proof not independently reconstructed
LZ_DIGEST	GettysburgResearch/riemann	788	a9c7b44f908c90f63d2f49a5fde58face5921e42	research/exploratory/lamzouri-zeta-zeros-2026-09-02/PAPER_DIGEST.md	895e2dc0ad6f13725cb5d566bf0a4fa7ab691a28	Previous-pass connector text; mathematical reconstruction in this pass
LZ_ENDPOINTS	AxiomMath/ZetaZeros	788	4bcaf70e544506c311d83a5a5b143a134b9fc5f7	Solution/Basic.lean	7b4246f38968d7302783dabf0b305d48fbd42680	Previous-pass connector text; mathematical reconstruction in this pass
LZ_EXPANSION	AxiomMath/ZetaZeros	788	4bcaf70e544506c311d83a5a5b143a134b9fc5f7	ZetaZeros/Hilbert/AlphaExpansion.lean	6d57982a0e8a3f51c35e7573cf1797e2d7b63bdc	Initial integrability/finite expansion section inspected; full abstract mechanism independently reconstructed in A-M18
CAT_HEIGHT	GettysburgResearch/riemann	789	dba7d5aa2555ea1a921c28720dc045976fd7195d	research/exploratory/catalan-irrationality-2026-09-03/HEIGHT_BOUND_COUNTERCHECK.md	09f8eddec986da2ba26a8475c509ba11778145dc	Previous-pass connector text; mathematical reconstruction in this pass
