source_id	repository	pr	commit_sha	path	git_blob	reading_scope
CORE	GettysburgResearch/riemann	760	e3747c946379735d27658c010976cfff051843e9	research/l-families/atlas/function_field/FFPS_PRIMITIVE_CORE_WAVELET_CLOSURE.md	af735a493a5c74b7158c314079dbf4b72ee11b46	Previous-pass connector text; mathematical reconstruction in this pass
RR	GettysburgResearch/riemann	767	cdad9e88097db4925c3bbbf731f7d1ae1a9e6c57	claims/lemmas/L-107100-exact-multiplicity-sensitive-reverse-rolle.md	1117fe08c334540d54e57c62af32ec7634ee0d48	Previous-pass connector text; mathematical reconstruction in this pass
CURVATURE	GettysburgResearch/riemann	767	cdad9e88097db4925c3bbbf731f7d1ae1a9e6c57	claims/lemmas/L-107101-laguerre-curvature-nonreal-zero-pair-budget.md	d41fac91f11c6af4dd48c3fe8acbd630d422c9ca	Previous-pass connector text; mathematical reconstruction in this pass
CONCENTRATION	GettysburgResearch/riemann	767	cdad9e88097db4925c3bbbf731f7d1ae1a9e6c57	claims/lemmas/L-107102-spectral-concentration-forces-laguerre-positivity-and-real-zero-localization.md	8e83995d592b6e5666a90f7fbf10a427e4361dfb	Previous-pass connector text; mathematical reconstruction in this pass
MINORITY	GettysburgResearch/riemann	777	399410ba3b38e135ad6961a850bdaa02fa9cbba2	claims/lemmas/L-108301-minority-phase-variation-transition-bound.md	dd98f1121ec03460dd34ec072868688a0addd9c6	Previous-pass connector text; mathematical reconstruction in this pass
TAKENAKA	GettysburgResearch/riemann	777	399410ba3b38e135ad6961a850bdaa02fa9cbba2	claims/refutations/R-108350-shrinking-band-trace-does-not-control-companion-winding.md	0aeae02f84d4166ac371064579e6168390f2b7e7	Previous-pass connector text; mathematical reconstruction in this pass
DICHOTOMY	GettysburgResearch/riemann	786	fc550cb0531e7abbc438a9b6eefa5ca11f90abc7	standalone/2026-09-01-fixed-detector-dichotomy/PROOF.md	36fe5753442672904f1d6cb9ea1b1c5349c4005a	Previous-pass connector text; mathematical reconstruction in this pass
PLACEMENT	GettysburgResearch/riemann	786	fc550cb0531e7abbc438a9b6eefa5ca11f90abc7	standalone/2026-09-02-primcar-chain-placement/PROOF.md	eaab37c8dbadc72bec14a959416405f25499105b	Previous-pass connector text; mathematical reconstruction in this pass
NINETY	GettysburgResearch/riemann	786	fc550cb0531e7abbc438a9b6eefa5ca11f90abc7	standalone/2026-09-02-ninety-percent-descent/PROOF.md	f79f8b2849b4b357665c9a91010c4d2051597c70	Previous-pass connector text; mathematical reconstruction in this pass
WPINCH	GettysburgResearch/riemann	742	5088669fbd46ad76186df66e43b6715c9c732b81	claims/theorems/T-105070-the-w-pinch-assault-gate-refutation-modulo-two-interfaces.md	2c19ea5bfda9874ce210900cdd0ccdf2474a470c	Previous-pass connector text; mathematical reconstruction in this pass
CONREY	GettysburgResearch/riemann	742	5088669fbd46ad76186df66e43b6715c9c732b81	claims/lemmas/L-105075-quantitative-converse-rolle-explicit-sum-and-the-irreducibility-theorems.md	747a1156b6c5ef8ea9a5bc1d57cefbfd02dcf886	Previous-pass connector text; mathematical reconstruction in this pass
INNER	GettysburgResearch/riemann	765	359849086f0a62cc1cabd99b5029cdc4a44917d1	research/exploratory/XI_RAW_INNERNESS_RH_EQUIVALENCE_FIREWALL.md	f6da10b76013c428ce3ed54e02f0e5195cd55c0d	Previous-pass connector text; mathematical reconstruction in this pass
E_CLOSURE	GettysburgResearch/riemann	784	d6d326b21d9526d9c91b18017bf550003f8f4f9b	research/exploratory/XI_SOURCE_HERMITE_STIELTJES_CLOSURE.md	7edc9bc0dd41565a50a82e4b0331b14f72755525	Previous-pass connector text; mathematical reconstruction in this pass
E_LOEWNER	GettysburgResearch/riemann	784	d6d326b21d9526d9c91b18017bf550003f8f4f9b	research/exploratory/XI_ARCHITECTURE_E_LOEWNER_AND_TP_FIREWALL.md	934ed630b7cb5c3ff429d88dfdc0064474888738	Previous-pass connector text; mathematical reconstruction in this pass
SPECTRAL	GettysburgResearch/riemann	785	9a965c26fd3e0310736829689db1734bcb5c3ec4	standalone/2026-09-01-architecture-e-widder-dossier/15_SPECTRAL_WEIGHTED_VARIATION_AND_BISPECTRAL_GATE.md	9678decbbc064016bc8569e4f7ba286358d29f60	Previous-pass connector text; mathematical reconstruction in this pass
DIVISOR	GettysburgResearch/riemann	790	6b309554bf1e2f83a83325cd54038f5a0b9b0014	standalone/2026-09-05-astra-theta-count-closure/divisor-cusp-pass10/PROOF.md	2e7d67973881dc440868abd3e46bb65f379b2b31	Previous-pass connector text; mathematical reconstruction in this pass
FW	GettysburgResearch/riemann	792	465cb28ed8cbfa1bb071d9a85eeda9890decfe6b	standalone/2026-09-05-bernstein-chebyshev-growth/finite-window-coercivity/PROOF.md	35d8d38a77bee896b0b2e729b095ccdef5d7a50f	Previous-pass connector text; mathematical reconstruction in this pass
ES	GettysburgResearch/riemann	792	465cb28ed8cbfa1bb071d9a85eeda9890decfe6b	standalone/2026-09-05-bernstein-chebyshev-growth/energy-schur-reduction/PROOF.md	0d12ff6039dcc79f6576538edeebd2a0c5b539c0	Previous-pass connector text; mathematical reconstruction in this pass
PG186_README	openai/PrimeGaps186	787	61340d0b74163003b32756bb16e91d9209a5e330	README.md	c1819f1b0d7ad287f5bb829a92d767e4ae94578d	Previous-pass connector text; mathematical reconstruction in this pass
PG186_CHALLENGE	openai/PrimeGaps186	787	61340d0b74163003b32756bb16e91d9209a5e330	Challenge.lean	2331eeeb808008cee37bac7aa0fb17e36f1f3c17	Definitions and initial input declarations inspected; not a complete proof-module audit
LONG_README	openai/LongGapsBetweenPrimes	787	03a1190d0bc5502d9f54eeb60ad3e45e22b0df0b	README.md	782c7a795e16137f4b9afd305bc457d173778d08	Previous-pass connector text; mathematical reconstruction in this pass
LONG_LEAN	openai/LongGapsBetweenPrimes	787	8f5fa88c88b4750028c05b66b081d56a92418054	LongGapsBetweenPrimes.lean	14467e08a1848a43c374b43001f172eab2a71d3c	Statement/initial divisor and local covariance section inspected; complete long proof not independently reconstructed
LZ_DIGEST	GettysburgResearch/riemann	788	a9c7b44f908c90f63d2f49a5fde58face5921e42	research/exploratory/lamzouri-zeta-zeros-2026-09-02/PAPER_DIGEST.md	895e2dc0ad6f13725cb5d566bf0a4fa7ab691a28	Previous-pass connector text; mathematical reconstruction in this pass
LZ_ENDPOINTS	AxiomMath/ZetaZeros	788	4bcaf70e544506c311d83a5a5b143a134b9fc5f7	Solution/Basic.lean	7b4246f38968d7302783dabf0b305d48fbd42680	Previous-pass connector text; mathematical reconstruction in this pass
LZ_EXPANSION	AxiomMath/ZetaZeros	788	4bcaf70e544506c311d83a5a5b143a134b9fc5f7	ZetaZeros/Hilbert/AlphaExpansion.lean	6d57982a0e8a3f51c35e7573cf1797e2d7b63bdc	Initial integrability/finite expansion section inspected; full abstract mechanism independently reconstructed in A-M18
CAT_HEIGHT	GettysburgResearch/riemann	789	dba7d5aa2555ea1a921c28720dc045976fd7195d	research/exploratory/catalan-irrationality-2026-09-03/HEIGHT_BOUND_COUNTERCHECK.md	09f8eddec986da2ba26a8475c509ba11778145dc	Previous-pass connector text; mathematical reconstruction in this pass
RR_FINITE	GettysburgResearch/riemann	716	a1d2387c4a1416c3f220a16fae849e6eab620545	claims/lemmas/L-104500-exact-real-reverse-rolle-defect-conservation.md	32696f077d13967266847ee0f83ec960c8bffba4	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
RR_BOX	GettysburgResearch/riemann	716	a1d2387c4a1416c3f220a16fae849e6eab620545	claims/lemmas/L-104504-original-height-high-derivative-real-rootedness.md	2f98606a8028497051e60300b20cff5c0e7301ef	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
NATIVE_DEFECT	GettysburgResearch/riemann	718	41a087387812e89ce800c59f43582799fee24782	claims/lemmas/L-102602-native-completion-defect-and-pole-audit.md	47966830014aaaaf0ff83f3659a2b04541f45486	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
DUHAMEL	GettysburgResearch/riemann	718	41a087387812e89ce800c59f43582799fee24782	claims/lemmas/L-102603-duhamel-current-for-the-completion-defect.md	ee0e142dd5c4db246237167f64c410d1583e3d34	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
CALDERON	GettysburgResearch/riemann	720	80779dd04ca64704744ef50dfcac964344e2445e	claims/lemmas/L-104631-fractional-calderon-model-space-resolution.md	d82491712130cd4abf50a9138a1fefe36fff213c	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
GRADE_ZERO	GettysburgResearch/riemann	720	80779dd04ca64704744ef50dfcac964344e2445e	claims/lemmas/L-104639-fractional-charge-equivalence-and-grade-zero-collapse.md	0e42bc2ae91196d16f39ef8c4842d0dec67fcb5a	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
RESIDUE_SECOND	GettysburgResearch/riemann	723	7b01a312b06f6948e0ce15d6d8be5e8b57d8fe81	claims/lemmas/L-105100-critical-residue-second-moment-balance.md	45f88ee40b491ea9ec745a085476c516854d920b	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
ABSORPTION	GettysburgResearch/riemann	723	7b01a312b06f6948e0ce15d6d8be5e8b57d8fe81	standalone/2026-08-23-critical-residue-second-moment/ABSORPTION_INTERFACE_105116.md	3d24265cbfcefee328c401c1f4a62478f547e277	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
BEZOUT_INERTIA	GettysburgResearch/riemann	724	452978883b0009f002cfec426dfd5eb10041a15c	claims/lemmas/L-105213-bezoutian-diagonalizes-in-critical-residue-coordinates.md	244a04f4020b9108f5739bbcdcae52ecff5fbd15	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
BEZOUT_WINDOW	GettysburgResearch/riemann	724	452978883b0009f002cfec426dfd5eb10041a15c	claims/lemmas/L-105214-entire-window-bezoutian-cauchy-remainder-decomposition.md	609d2f4497a3fd140b5281721b6820eba212c327	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
NATURAL_CLT	GettysburgResearch/riemann	725	1064832e10383322df88acd4fc808b0840f4c6d2	claims/lemmas/L-105200-natural-window-gaussian-saddle.md	38d05b611d6f2191600216313780461b8ff426f7	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
NATURAL_RESIDUE	GettysburgResearch/riemann	725	1064832e10383322df88acd4fc808b0840f4c6d2	claims/lemmas/L-105201-uniform-critical-residue-rigidity.md	7ecc0d34e2980a64cd17b0a04729ca5b80098211	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
STABILITY	GettysburgResearch/riemann	726	e8e6d85221a9a85fb2a5f82a1807802f89b06b7b	claims/lemmas/L-105560-defect-retaining-multiplicity-bridge.md	78a9ea4470dab2bc00f7c2f09fd77147c8cebc62	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
THREE_POINT	GettysburgResearch/riemann	726	e8e6d85221a9a85fb2a5f82a1807802f89b06b7b	claims/lemmas/L-105561-analytic-three-point-strict-improvement.md	41e957d6de799049fd661cb6f2eb29bf7fef6575	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
SEVEN_LOCK	GettysburgResearch/riemann	726	e8e6d85221a9a85fb2a5f82a1807802f89b06b7b	integration/2026-08-24/t105560-source-lock.json	227d98a0a86f524982ed07c64ff0d021ac665f7a	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
CLARK_GATE	GettysburgResearch/riemann	728	bfe884d0e6491bf1998b06b2e380ce9c36d67f78	claims/theorems/T-105231-weighted-spectral-exterior-extinction.md	48ca845a2cefd61ca85937b3105fbf7a87054150	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
CTI_THEOREM	GettysburgResearch/riemann	729	14f3ef3cb40854fb559deb2528932e5113f72038	claims/lemmas/L-105659-rank-two-cauchy-translation-trace-is-positive.md	b74d3eab38c52ad1fe0eefb4a1167f6c2fae22b5	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
CTI_CODE	GettysburgResearch/riemann	729	14f3ef3cb40854fb559deb2528932e5113f72038	experiments/X-105659-rank-two-cauchy-trace/verify.py	e708af8c5235b71e7382d43220236536fc3f20a8	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
TOPOLOGICAL	GettysburgResearch/riemann	731	6d440eb6c82d989c046e87e13f9bdabf087f920f	claims/lemmas/L-106674-topological-factor-and-balanced-phase-free-energy.md	813d7af130c880e013de165ce3be831a8ebe03ed	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
NONNORMAL	GettysburgResearch/riemann	731	6d440eb6c82d989c046e87e13f9bdabf087f920f	claims/lemmas/L-106650-truncated-toeplitz-value-nonnormality-split.md	8e80ee4e7460618807e8a041197ec6a63137672c	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
ANTIPHASE	GettysburgResearch/riemann	731	6d440eb6c82d989c046e87e13f9bdabf087f920f	claims/lemmas/L-106710-carrier-adapted-antiphase-density-is-source-soft.md	92245b0f9cf5dcccf8f4cee0ea28c1a7c9980d85	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
WICK_HALF	GettysburgResearch/riemann	751	86cac1d64364015ec2cc0f8fbb6fc75dc041c12b	claims/lemmas/L-106133-canonical-equal-pair-boolean-source-is-a-beta-half-source-square.md	b988b14eb982504a799158eed4c76e7f033c96f0	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
REFLECTION	GettysburgResearch/riemann	751	86cac1d64364015ec2cc0f8fbb6fc75dc041c12b	claims/lemmas/L-106135-reflection-even-odd-energies-are-exact-complements.md	5663c7798843f751c184a6923582df58f0b58a26	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
KERNEL_INFO	GettysburgResearch/riemann	758	d79692ece0b7604ad309c459f565b24e9926f5c5	research/l-families/atlas/function_field/FFPS_COMPACT_KERNEL_INFORMATION_ORDER.md	ccaef3ad8527aa5c32735ad441829bbe547f0472	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
HYPERBOLIC	GettysburgResearch/riemann	759	cd256e8a82a6dbb32e8728da492ea900cd15995c	claims/lemmas/L-107020-hyperbolic-zero-free-smoother-and-native-beta-equivalence.md	9cdb6b7163c4bb297d905781a9322f8eaed20145	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
HYP_SAMPLING	GettysburgResearch/riemann	759	cd256e8a82a6dbb32e8728da492ea900cd15995c	claims/lemmas/L-107021-hyperbolic-poisson-sampling-has-log-log-bandwidth.md	7771654a30948251637d287861583b2928ac47a8	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
ABSCISSA	GettysburgResearch/riemann	762	55af2c8020d257047cc1f9965c51b623cc074a76	claims/lemmas/L-106800-half-weighted-zero-abscissa-transport.md	779b7e5b8f1d5ea79e15ed56122386e60b29c9e7	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
ABSCISSA_ENERGY	GettysburgResearch/riemann	762	55af2c8020d257047cc1f9965c51b623cc074a76	claims/lemmas/L-106801-critical-beta-maximal-energy-and-vk-transfer.md	e1b5fa7763fca07286d30239c35c30fc647393b6	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
PHASE_RESOLVENT	GettysburgResearch/riemann	768	51a94c690ffff114fca265281904963c7c1c8ecf	research/exploratory/phase-real-transducer/claims/PFR-T10-symmetric-positive-prime-knot-resolvent.md	86bd5b487ca4d10833c0d6bd98f4c9f558ad99b6	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
PHASE_GAUSS	GettysburgResearch/riemann	768	51a94c690ffff114fca265281904963c7c1c8ecf	research/exploratory/phase-real-transducer/claims/PFR-T11-flower-speiser-gauss-screening.md	c8a9d27fad55251db31ed83d3204ec50bd6f1cb5	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
CAUCHY_LAYER	GettysburgResearch/riemann	773	8d28e706de724c8a6a66fa1980bf4ef879871ae2	claims/lemmas/L-107200-cauchy-layer-represents-reverse-rolle-defect.md	22311617961306d98919825b691b786cd8deb72f	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
GLOBAL_GAUSSIAN	GettysburgResearch/riemann	773	8d28e706de724c8a6a66fa1980bf4ef879871ae2	claims/lemmas/L-107202-xi-positive-frequency-saddle-concentration.md	946d25e43102b278ada86e5e46bd4625ce7df8dd	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
CHIRAL_SOURCE	GettysburgResearch/riemann	775	6cf2b650d4dbf70d753a6bb6f147890b6801efa3	research/l-families/atlas/function_field/BETA_CHIRAL_SOURCE_CAUCHY_DECOMPOSITION.md	a3e63dfce4c446bb42c5da4d615d7a794b095d84	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
PRINCIPAL_FIREWALL	GettysburgResearch/riemann	778	8db2752fa046a9fc686f3a4a5606beb2da3e7176	claims/refutations/R-108450-nonresonant-trace-cannot-control-principal-cell-energy.md	8d40ccc9208fb5b93b36fa879cbef3a4fc1937c6	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
Q_COAREA	GettysburgResearch/riemann	779	38023e22913eacdb8af9da804f6301f20da0332c	claims/lemmas/L-107110-stationary-qadic-coarea-and-triangular-kernel.md	60c53233c280f345439b4fed6b577fb5aad75040	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
Q_EXPONENT	GettysburgResearch/riemann	779	38023e22913eacdb8af9da804f6301f20da0332c	claims/lemmas/L-107111-stationary-annular-square-records-the-zero-abscissa.md	43b6742f58037a9a228bc28f2f43a3705ecc7dc8	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
CTI_DETERMINANT	GettysburgResearch/riemann	780	3f8be1587e34caa5aff0ff322fb90830046e082c	claims/lemmas/L-105680-determinant-strength-cti-and-spectral-flatness-region.md	fcd804400624a6b791fc77021403c5026f9afe3d	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
CTI_EXTENSION	GettysburgResearch/riemann	780	3f8be1587e34caa5aff0ff322fb90830046e082c	claims/lemmas/L-105681-nested-rank-extension-localizes-the-cti-defect.md	1c582499f414f849489b1bea73e16cb05427557b	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
GENERAL_INDEX	GettysburgResearch/riemann	783	48d556561125cba3859a4c6d6747bcb44c1a7fc1	research/exploratory/prs-765-766-770-781-proof-review/GENERALIZED_SCHUR_ZERO_INDEX.md	5e120b6bae9d65e5a90c63716f1c1382839bb3bf	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
SMALL_CUBE	GettysburgResearch/riemann	599	8daa0a5d94de56c68a1ce710824b26cacc1a9bbc	claims/lemmas/L-97910-near-critical-complete-small-prime-cube.md	eb4cfe62a69bc45fa89ad44194eeaee357d7d035	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
TERMINAL_STRIP	GettysburgResearch/riemann	599	8daa0a5d94de56c68a1ce710824b26cacc1a9bbc	claims/lemmas/L-97911-expanded-terminal-largest-prime-strip.md	fbfcbac7506edea067356273e1a941a1f59c1300	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
PRODUCT_BOUNDARY	GettysburgResearch/riemann	599	8daa0a5d94de56c68a1ce710824b26cacc1a9bbc	claims/lemmas/L-97912-positive-euler-main-and-product-boundary-localization.md	a21dfdaf7e9fff16ba2feda119245e1efedd4881	Exact source text inspected in this conversation; final-pass derivation scoped in FINAL_AUDIT.md; no whole-branch acceptance
AINTA_PROOF	ainta/zeta-simple-zeros	external	040c5e899e658aed7b56a2a87f501798fe10761d	docs/proof.md	13384911b7b9953239cd1262a5c73c64c6167c18	Sections 1-4 source text inspected; complete finite certificate not replayed
MULT_FORMAL	m0at/zeta-23-lean	external	3635e74826a4c1fcece7d1cd2b6fa75e43a00510	Zeta23/ThmD/Mult.lean	a36b073fd6b04b568aac377026eafcce129946d1	Opening definitions and abstract argument inspected; entire import/build closure not reviewed
AGENTS	GettysburgResearch/riemann	policy	8d16f8d9c475db290bc85e53d775b93b9bcdb336	AGENTS.md	0ad1dc2034c5d83e777343f77b41dcaf3683ef14	Full baseline policy read this pass
REVIEWING	GettysburgResearch/riemann	policy	8d16f8d9c475db290bc85e53d775b93b9bcdb336	docs/REVIEWING.md	de7a9b67e1332d825c1688db07a0887e324f5ccb	Full baseline policy read this pass
CENSUS_C	GettysburgResearch/riemann	policy	e0422804f098a296aaf2ede615a833d90704a18f	reviews/C/CENSUS.tsv	7f3bae32843289e5079e0e8eb4f9da60122f77a0	Published source navigation read; C scientific statuses not inherited
